,protein1,protein2,weight
344,YGL020C,YJR073C,3.565893632
345,YDR004W,YML032C,3.565733448
346,YEL031W,YJR073C,3.562983434
347,YDR392W,YLR418C,3.562957208
348,YLR055C,YOR123C,3.56186811
349,YJL013C,YPR046W,3.560900343
350,YJL030W,YJR053W,3.559478518
351,YIL040W,YNL097C,3.557844137
352,YGR078C,YJL179W,3.557808002
353,YER173W,YOR368W,3.557397426
354,YCL029C,YJL030W,3.557317188
355,YBR193C,YNL097C,3.556737501
356,YDR392W,YOR308C,3.556578065
357,YCR081W,YPL042C,3.555524904
358,YGL244W,YMR263W,3.552752233
359,YLR055C,YOR308C,3.552703251
360,YGL127C,YNL097C,3.551751236
361,YER171W,YGL127C,3.549693956
362,YER016W,YJL030W,3.549546611
363,YBR095C,YDR392W,3.548629103
364,YDL074C,YGL127C,3.5485079
365,YBR119W,YER035W,3.547484009
366,YOL004W,YPL139C,3.546382821
367,YER177W,YMR138W,3.545239545
368,YBR088C,YJR043C,3.545003426
369,YBR103W,YOR308C,3.543143128
370,YDR392W,YGL127C,3.541649379
371,YDR392W,YNL097C,3.540335495
372,YLR055C,YNL097C,3.538172641
373,YER007W,YJL030W,3.537468543
374,YER083C,YLR350W,3.537300161
375,YDR311W,YKR062W,3.535086736
376,YER111C,YHR041C,3.534893803
377,YER111C,YOL051W,3.532250199
378,YDR143C,YIR002C,3.531262516
379,YPL008W,YPR046W,3.531218775
380,YGL020C,YLR087C,3.530664286
381,YGL058W,YOL145C,3.528568609
382,YCR081W,YNL025C,3.528537245
383,YIL084C,YPL139C,3.528271192
384,YGR086C,YML111W,3.527512532
385,YEL018W,YJR082C,3.526514872
386,YLR033W,YMR005W,3.525925531
387,YLR418C,YNL097C,3.524184856
388,YDR488C,YJL030W,3.522735424
389,YER007W,YPL253C,3.522467805
390,YDL074C,YLR418C,3.52118847
391,YJL168C,YPR023C,3.520321463
392,YJR135C,YOR195W,3.518433856
393,YER083C,YHR041C,3.517018069
394,YGR056W,YPL181W,3.515199444
395,YMR078C,YPR046W,3.514200606
396,YDL135C,YGR005C,3.512071014
397,YER171W,YPL055C,3.511429078
398,YGL020C,YML071C,3.511424074
399,YDL115C,YER171W,3.509379077
400,YCL061C,YMR048W,3.508157858
401,YDR254W,YOR349W,3.506787766
402,YDR488C,YGL086W,3.506499114
403,YGL244W,YLR015W,3.506449374
404,YBR048W,YGR086C,3.506022811
405,YGR186W,YKR062W,3.501702425
406,YER007W,YML124C,3.500628987
407,YLR055C,YPL055C,3.50003994
408,YEL061C,YJL030W,3.499034363
409,YAR003W,YGL244W,3.498192859
410,YER083C,YJR073C,3.498028838
411,YIL076W,YLR350W,3.49685711
412,YGL244W,YNL097C,3.496502752
413,YDR217C,YPL194W,3.496380594
414,YJL090C,YJR006W,3.494737844
415,YDL116W,YKR082W,3.494604078
416,YBR193C,YGL244W,3.494508593
417,YDL115C,YLR418C,3.492456838
418,YER171W,YGR056W,3.492290377
419,YER083C,YER111C,3.490384911
420,YJL013C,YLR381W,3.489082371
421,YER171W,YMR005W,3.48865994
422,YGR005C,YMR263W,3.488550207
423,YDR108W,YGL115W,3.486878084
424,YMR078C,YPL018W,3.486016247
425,YDR369C,YLR320W,3.485908303
426,YJR135C,YMR078C,3.485413532
427,YEL061C,YPL018W,3.48468449
428,YCL061C,YNL273W,3.484495055
429,YCR033W,YGR056W,3.483512727
430,YGL222C,YHR025W,3.483181168
431,YDL115C,YIL021W,3.482789599
432,YBR193C,YNR010W,3.480439943
433,YDL074C,YGL020C,3.48018292
434,YGL222C,YIR025W,3.47962131
435,YBR095C,YIL040W,3.479131167
436,YEL061C,YGL086W,3.478979575
437,YGL127C,YGL244W,3.478296267
438,YOR269W,YPR046W,3.478135411
439,YER171W,YGL174W,3.477207071
440,YGL194C,YGR056W,3.475542432
441,YDR156W,YJL148W,3.475416681
442,YJL030W,YPR046W,3.47508002
443,YJL030W,YMR055C,3.472936468
444,YGR056W,YOR123C,3.471858247
445,YLR268W,YLR418C,3.471735781
446,YDL074C,YMR263W,3.471016836
447,YER144C,YGR086C,3.470174815
448,YDR076W,YNL250W,3.469858979
449,YDR392W,YLR268W,3.46907018
450,YDR004W,YER095W,3.468401137
451,YMR138W,YPL253C,3.468375752
452,YKR029C,YOR308C,3.467863187
453,YDR469W,YER151C,3.467453989
454,YGL020C,YPL055C,3.466608525
455,YDR159W,YDR469W,3.466362043
456,YHR041C,YPL055C,3.465826346
457,YDR014W,YPL008W,3.465539611
458,YBR193C,YGL127C,3.45902844
459,YBR087W,YBR088C,3.458804475
460,YJL030W,YML124C,3.458362145
461,YMR055C,YMR138W,3.457720588
462,YCL029C,YER007W,3.457707705
463,YBR103W,YGL043W,3.456069334
464,YDR176W,YGL174W,3.453925285
465,YGL004C,YHR025W,3.453397349
466,YCL029C,YGL086W,3.453179543
467,YDR159W,YLR418C,3.453148162
468,YJL115W,YLL002W,3.452161253
469,YDL074C,YER171W,3.450274499
470,YJL168C,YNR010W,3.450232208
471,YIL040W,YMR263W,3.448398251
472,YDR469W,YLR418C,3.447882702
473,YDR289C,YDR392W,3.446341866
474,YBR095C,YNL222W,3.446111055
475,YGR005C,YHR041C,3.445360652
476,YBR095C,YLR418C,3.445127454
477,YDR176W,YMR005W,3.444742669
478,YBR279W,YOL145C,3.443393532
479,YBL036C,YGL222C,3.441854762
480,YBR088C,YKL113C,3.441428974
481,YBR193C,YMR005W,3.440423246
482,YER151C,YLR015W,3.439932795
483,YER171W,YLR418C,3.43651147
484,YDR392W,YIL040W,3.436092249
485,YDR378C,YJL124C,3.435678148
486,YDL074C,YER151C,3.435574215
487,YDR318W,YMR078C,3.435383095
488,YDR254W,YPL253C,3.435351144
489,YGL244W,YMR005W,3.434134054
490,YBR095C,YPL055C,3.433914377
491,YJL168C,YOR308C,3.432834178
492,YDR289C,YMR263W,3.432416854
493,YER083C,YLR268W,3.431644496
494,YER151C,YHR041C,3.429831976
495,YGR056W,YJL168C,3.429495873
496,YDR159W,YGL127C,3.427036877
497,YGL086W,YLR381W,3.426750619
498,YBR087W,YMR048W,3.426416612
499,YBR193C,YDR176W,3.425699319
500,YER151C,YLR350W,3.424897028
501,YDR108W,YEL031W,3.42439434
502,YER016W,YPL018W,3.423515189
503,YDR488C,YJL013C,3.420923191
504,YFR037C,YMR005W,3.420544546
505,YBR087W,YNL273W,3.420164112
506,YGL244W,YOR123C,3.419893886
507,YEL018W,YJL090C,3.419493388
508,YDR392W,YOR123C,3.417573902
509,YGL086W,YPL253C,3.415541984
510,YBR193C,YIL021W,3.415208895
511,YOR123C,YPL055C,3.410603582
512,YAL013W,YPL181W,3.407310831
513,YOL004W,YPL181W,3.407052475
514,YDR108W,YNL297C,3.406313398
515,YDR318W,YOR058C,3.405981115
516,YDL074C,YLR268W,3.40425665
517,YIL040W,YOR123C,3.403676893
518,YGL020C,YGR005C,3.40327445
519,YIL040W,YLR055C,3.401127238
520,YDR143C,YIR025W,3.399609817
521,YGL025C,YOL051W,3.399372286
522,YER151C,YGL025C,3.398753885
523,YDL115C,YMR263W,3.398378384
524,YDR254W,YJR053W,3.397620074
525,YBR095C,YDR289C,3.397508301
526,YDR150W,YPL241C,3.397053165
527,YMR263W,YNL222W,3.394340029
528,YGL086W,YOR269W,3.392415108
529,YGL244W,YLR268W,3.391174727
530,YGL127C,YIL021W,3.390546511
531,YLR087C,YNL251C,3.390109868
532,YJR126C,YPL241C,3.388535232
533,YCR065W,YEL018W,3.387609762
534,YLR055C,YPL181W,3.387104195
535,YDR318W,YER007W,3.386796093
536,YGL222C,YGR221C,3.386613881
537,YKR029C,YLR418C,3.385775825
538,YER083C,YGR005C,3.385753596
539,YBR095C,YGL244W,3.385493808
540,YCL016C,YPL008W,3.38423669
541,YJL013C,YMR055C,3.382307588
542,YDR318W,YEL061C,3.381956429
543,YER151C,YPL055C,3.380924443
544,YDR176W,YGL244W,3.380156825
545,YDR217C,YER173W,3.379720894
546,YLL002W,YMR224C,3.379047981
547,YDR369C,YER095W,3.377846381
548,YDL074C,YHR041C,3.377455425
549,YDL074C,YNL097C,3.376967008
550,YDL115C,YLR268W,3.376746322
551,YGL244W,YLR005W,3.375331837
552,YDR289C,YPL055C,3.375321121
553,YDR245W,YEL031W,3.374871738
554,YDL116W,YER116C,3.374424442
555,YER177W,YPL241C,3.374276032
556,YER083C,YMR272C,3.373670598
557,YBR193C,YLR005W,3.37306845
558,YIL040W,YPL181W,3.37153653
559,YBR193C,YDR289C,3.371371983
560,YJL030W,YLR381W,3.367006814
561,YHR025W,YIR025W,3.366888086
562,YDL074C,YMR112C,3.366259413
563,YDR477W,YIL076W,3.366107142
564,YAL013W,YPL055C,3.365501229
565,YDR469W,YGR005C,3.364242092
566,YDR392W,YPL181W,3.361465019
567,YDR143C,YER035W,3.360889383
568,YMR048W,YPL008W,3.360840035
569,YBR193C,YDL115C,3.360664728
570,YDR176W,YNR010W,3.359502842
571,YDR150W,YJR126C,3.359354704
572,YOR349W,YPL253C,3.35920309
573,YFR037C,YLR033W,3.359049615
574,YDR289C,YLR418C,3.359049494
575,YHR041C,YLR055C,3.358955118
576,YGR005C,YNL097C,3.357089725
577,YOR123C,YPR133C,3.356828323
578,YER171W,YGL020C,3.352617819
579,YIL084C,YPL181W,3.352431061
580,YHR041C,YLR350W,3.35188697
581,YEL061C,YPL253C,3.351642751
582,YJR043C,YOR144C,3.351598628
583,YDL074C,YER083C,3.351361252
584,YBR175W,YPL055C,3.351333079
585,YDR318W,YER016W,3.350554529
586,YDR254W,YJL013C,3.350294523
587,YML071C,YNL307C,3.349539956
588,YCR052W,YFR037C,3.347963539
589,YDR311W,YGR186W,3.347938048
590,YDR469W,YER083C,3.347582373
591,YIR008C,YOL094C,3.347396836
592,YGL255W,YHR025W,3.347211116
593,YGR186W,YGR274C,3.347022264
594,YER083C,YER151C,3.346162491
595,YMR138W,YPL241C,3.346110981
596,YMR272C,YOR089C,3.345898291
597,YMR078C,YPL008W,3.344359061
598,YJL013C,YJR053W,3.344136765
599,YBR103W,YDR289C,3.343175093
600,YER035W,YGR221C,3.342466583
601,YBR095C,YGL127C,3.342377541
602,YGR005C,YLR418C,3.341389342
603,YPL008W,YPR135W,3.339992757
604,YEL031W,YML071C,3.33980096
605,YER111C,YJR073C,3.339414389
606,YDL116W,YOL094C,3.338857561
607,YER171W,YLR033W,3.338409978
608,YEL018W,YGR270W,3.338400061
609,YDR477W,YML071C,3.336602194
610,YJL115W,YMR224C,3.336242159
611,YDR318W,YJL013C,3.336098497
612,YDL115C,YLR055C,3.335172928
613,YEL031W,YER111C,3.33507538
614,YPL018W,YPL253C,3.334751086
615,YGR005C,YLR033W,3.334415262
616,YDL135C,YGR186W,3.334387521
617,YCR065W,YEL003W,3.334244974
618,YER177W,YPL253C,3.33054271
619,YEL018W,YPR070W,3.330446957
620,YER083C,YPL055C,3.329554553
621,YER007W,YER177W,3.329531841
622,YHR041C,YLR418C,3.328234021
623,YER083C,YLR087C,3.3264627
624,YDL002C,YNL215W,3.325627556
625,YDR254W,YOR269W,3.325318552
626,YGR270W,YPR070W,3.324456627
627,YCR033W,YER171W,3.322836375
628,YPL055C,YPL138C,3.321126539
629,YJR135C,YPL008W,3.320747491
630,YGL086W,YML124C,3.320443865
631,YGL115W,YIL076W,3.320337245
632,YBR088C,YML028W,3.320003406
633,YLR268W,YMR272C,3.319369965
634,YDL115C,YLR350W,3.317746878
635,YDR159W,YLR268W,3.316718888
636,YGL086W,YMR078C,3.315805025
637,YJR043C,YNL312W,3.31522782
638,YIR005W,YPL181W,3.315140772
639,YIL021W,YMR263W,3.3145031
640,YGR056W,YLR268W,3.314379493
641,YJR073C,YLR087C,3.313428036
642,YBL002W,YGR086C,3.313305742
643,YCL061C,YKL113C,3.312664014
644,YDR318W,YDR488C,3.310120684
645,YDR176W,YGR056W,3.30988766
646,YGL163C,YMR224C,3.309032962
647,YNR010W,YPL181W,3.306934545
648,YCL029C,YDR318W,3.306525512
649,YDR004W,YNL250W,3.30642899
650,YBR175W,YDL074C,3.305736167
651,YBR193C,YLR033W,3.305502799
652,YBR095C,YGR005C,3.304832289
653,YIL040W,YLR268W,3.304781472
654,YJL013C,YPL018W,3.304623651
655,YDR279W,YLR135W,3.30114305
656,YDL115C,YNL097C,3.301122796
657,YCR033W,YCR065W,3.30075123
658,YAL011W,YJL081C,3.300459032
659,YEL018W,YML124C,3.299749384
660,YJL030W,YOR269W,3.299620982
661,YDR488C,YER007W,3.299242186
662,YGL019W,YOR039W,3.297944849
663,YBR103W,YLR418C,3.297853379
664,YDR392W,YNL222W,3.297404711
665,YGL127C,YNL199C,3.297367059
666,YMR048W,YPL194W,3.297041203
667,YEL003W,YJL090C,3.296730006
668,YLR381W,YPL008W,3.295927684
669,YER083C,YGL025C,3.295659051
670,YGL086W,YJR135C,3.294773778
671,YJR053W,YPL241C,3.29442453
672,YNL097C,YNL222W,3.293523182
673,YBR095C,YDL074C,3.292158293
674,YGR005C,YNL222W,3.291986823
675,YDR289C,YNL097C,3.291679755
676,YEL018W,YOR308C,3.291557943
677,YAL013W,YLR418C,3.290947051
678,YBR103W,YNR010W,3.290935964
679,YHR025W,YIR002C,3.290410945
680,YAL002W,YLR268W,3.290255297
681,YLR268W,YMR263W,3.290244728
682,YDL115C,YER151C,3.290244275
683,YNL330C,YPL139C,3.290142451
684,YDR159W,YOR123C,3.289777146
685,YGL086W,YOR058C,3.288636842
686,YCL029C,YDR254W,3.288246167
687,YFL023W,YIL040W,3.288083239
688,YIL040W,YLR418C,3.288064675
689,YIL040W,YOL004W,3.287256026
690,YAL013W,YGL244W,3.286764774
691,YAL013W,YGL127C,3.286104551
692,YDR150W,YJL030W,3.285843575
693,YDR318W,YML124C,3.285707827
694,YDR004W,YGL163C,3.285640383
695,YDL074C,YDR159W,3.285538116
696,YLR268W,YOR123C,3.285236673
697,YDR150W,YJL013C,3.285220863
698,YDR176W,YJL090C,3.285001557
699,YBR245C,YLR095C,3.284994839
700,YCR065W,YOR349W,3.284326681
701,YGR056W,YNR010W,3.28386718
702,YDR143C,YGL004C,3.283479698
703,YMR112C,YPL055C,3.283214918
704,YLR381W,YMR078C,3.282464816
