,protein1,protein2,weight
73,YGR013W,YBR119W,0.59833
74,YGR013W,YML046W,0.378421
75,YGR013W,YHR086W,0.556042
76,YGR013W,YDR235W,0.601094
77,YGR013W,YLR147C,0.335264
78,YGR013W,YLR298C,0.580842
79,YGR013W,YKL012W,0.565249
80,YGR013W,YIL061C,0.597241
81,YDL083C,YOR234C,0.240036
82,YDL083C,YBR086C,0.258469
83,YDL083C,YBR181C,0.240036
84,YDL083C,YGL120C,0.372509
85,YDL083C,YNL224C,0.258469
86,YDL083C,YMR230W,0.233028
87,YDL083C,YGR034W,0.258469
88,YDL083C,YLR221C,0.240036
89,YDL083C,YGR281W,0.240036
90,YOR234C,YBR142W,0.229891
91,YOR234C,YML026C,0.229891
92,YOR234C,YMR143W,0.240036
93,YOR234C,YGR034W,0.271547
94,YOR234C,YLR221C,0.253114
95,YOR234C,YGR281W,0.253114
96,YOR234C,YPR043W,0.253114
97,YOR234C,YDL195W,0.230899
98,YOR234C,YDL075W,0.240036
99,YOR234C,YOR173W,0.271547
100,YOR234C,YDR382W,0.234681
101,YOR234C,YDR460W,0.271547
102,YOR234C,YPR025C,0.230899
103,YBR189W,YOL139C,0.245282
104,YBR189W,YDL060W,0.34047
105,YBR189W,YHR196W,0.24887
106,YBR189W,YOR310C,0.271801
107,YBR189W,YNL132W,0.299211
108,YBR189W,YGR214W,0.251804
109,YBR189W,YGR081C,0.357444
110,YBR189W,YBR247C,0.266325
111,YBR189W,YOR056C,0.33668
112,YBR189W,YPR189W,0.262022
113,YBR189W,YPL204W,0.293241
114,YOL139C,YML056C,0.394132
115,YOL139C,YDL051W,0.297157
116,YOL139C,YGL173C,0.252635
117,YOL139C,YLR367W,0.277341
118,YOL139C,YER029C,0.230944
119,YOL139C,YMR125W,0.305662
120,YOL139C,YDL087C,0.278278
121,YOL139C,YGR162W,0.492894
122,YOL139C,YHL034C,0.503988
123,YOL139C,YOR276W,0.255686
124,YOL139C,YCL011C,0.272766
125,YOL139C,YGL049C,0.591475
126,YOL139C,YER102W,0.238335
127,YOL139C,YNL262W,0.297157
128,YOL139C,YKL204W,0.255686
129,YML009C,YNL284C,0.261756
130,YML009C,YBL038W,0.279836
131,YML009C,YBR282W,0.271547
132,YML009C,YDR116C,0.264539
133,YML009C,YKR006C,0.258469
134,YML009C,YKL167C,0.258469
135,YML009C,YMR098C,0.28998
136,YML009C,YKR085C,0.248324
137,YML009C,YNL252C,0.279836
138,YML009C,YLR189C,0.271547
139,YML009C,YCR046C,0.271547
140,YML009C,YLR312W-A,0.258469
141,YML009C,YNL005C,0.243991
142,YML009C,YJL063C,0.233028
143,YML009C,YCL014W,0.28998
144,YML009C,YDR462W,0.264539
145,YML009C,YCR071C,0.28998
146,YML009C,YMR225C,0.321492
147,YML009C,YOR201C,0.28998
148,YML009C,YFR051C,0.233028
149,YML009C,YDR237W,0.248324
150,YML009C,YDR322W,0.248324
151,YML009C,YLR371W,0.233028
152,YML009C,YGR220C,0.249332
153,YML009C,YMR193W,0.279836
154,YML009C,YDR296W,0.264539
155,YML009C,YLR439W,0.258469
156,YML009C,YOR150W,0.279836
157,YML009C,YHR147C,0.28998
158,YML009C,YPL183W-A,0.28998
159,YML009C,YCR030C,0.248324
160,YML009C,YBR122C,0.28998
161,YML009C,YDR405W,0.271547
162,YML009C,YPL204W,0.240036
163,YNL284C,YBL038W,0.473568
164,YNL284C,YBR282W,0.243323
165,YNL284C,YKR085C,0.229891
166,YNL284C,YLR189C,0.253114
167,YNL284C,YDR164C,0.271547
168,YNL284C,YJL005W,0.229891
169,YNL284C,YPR100W,0.271547
170,YNL284C,YNL005C,0.378303
171,YNL284C,YCL014W,0.271547
172,YNL284C,YDR462W,0.419399
173,YNL284C,YCR071C,0.230245
174,YNL284C,YMR225C,0.261756
175,YNL284C,YOR201C,0.261756
176,YNL284C,YDR237W,0.386969
177,YNL284C,YDR322W,0.386969
178,YNL284C,YBL004W,0.278414
179,YNL284C,YLR264W,0.229891
180,YNL284C,YMR024W,0.386969
181,YNL284C,YLR439W,0.407258
182,YNL284C,YOR150W,0.449992
183,YNL284C,YHR147C,0.230245
184,YNL284C,YBR122C,0.230245
185,YNL284C,YBL024W,0.266546
186,YHR088W,YMR290C,0.368838
187,YHR088W,YOR272W,0.36934
188,YHR088W,YLL045C,0.26657
189,YHR088W,YHR052W,0.337938
190,YHR088W,YOL077C,0.309587
191,YHR088W,YER006W,0.341597
192,YHR088W,YOR206W,0.346194
193,YHR088W,YFL002C,0.375193
194,YHR088W,YFR001W,0.318241
195,YHR088W,YDR496C,0.331157
196,YHR088W,YNL061W,0.344483
197,YHR088W,YGL111W,0.648207
198,YHR088W,YPR016C,0.326481
199,YHR088W,YNL110C,0.340998
200,YHR088W,YPL131W,0.231205
201,YMR290C,YBR142W,0.295388
202,YMR290C,YOR272W,0.31634
203,YMR290C,YHR052W,0.277011
204,YMR290C,YOL041C,0.372691
205,YMR290C,YOL077C,0.268514
206,YMR290C,YER126C,0.303597
207,YMR290C,YKR081C,0.253653
208,YMR290C,YPL043W,0.294046
209,YMR290C,YOR206W,0.312907
210,YMR290C,YFL002C,0.319518
211,YMR290C,YFR001W,0.273529
212,YMR290C,YGR103W,0.30511
213,YMR290C,YMR229C,0.261247
214,YMR290C,YMR049C,0.335772
215,YMR290C,YPL211W,0.315905
216,YMR290C,YDR060W,0.277322
217,YMR290C,YDR496C,0.282489
218,YMR290C,YNL061W,0.296402
219,YMR290C,YGL111W,0.396017
220,YMR290C,YPR016C,0.263336
221,YMR290C,YPL093W,0.303387
222,YMR290C,YNL110C,0.296286
223,YBR142W,YPL249C-A,0.319811
224,YBR142W,YOR272W,0.561518
225,YBR142W,YOL041C,0.334745
226,YBR142W,YML073C,0.254516
227,YBR142W,YLR367W,0.257706
228,YBR142W,YPL043W,0.377411
229,YBR142W,YNL002C,0.317955
230,YBR142W,YFR001W,0.229891
231,YBR142W,YMR049C,0.308588
232,YBR142W,YDR060W,0.390925
233,YBR142W,YDR496C,0.333807
234,YBR142W,YNL061W,0.513818
235,YBR142W,YLR221C,0.229891
236,YBR142W,YOL127W,0.22994
237,YBR142W,YGL111W,0.311145
238,YBR142W,YPL093W,0.279963
239,YBR142W,YGR281W,0.229891
240,YBR142W,YKL014C,0.366256
241,YPL249C-A,YHR052W,0.244482
242,YPL249C-A,YFR031C-A,0.27852
243,YPL249C-A,YNL301C,0.311522
244,YPL249C-A,YDR060W,0.264879
245,YPL249C-A,YNL061W,0.267242
246,YPL249C-A,YDR101C,0.305513
247,YPL249C-A,YGR245C,0.267554
248,YER107C,YMR047C,0.669847
249,YER107C,YJL041W,0.488149
250,YER107C,YJL061W,0.525015
251,YER107C,YIL115C,0.293268
252,YMR047C,YJL041W,0.488149
253,YMR047C,YJL061W,0.525015
254,YMR047C,YIL115C,0.248324
255,YFR037C,YHR056C,0.386986
256,YFR037C,YBR245C,0.454424
257,YFR037C,YDR174W,0.254149
258,YFR037C,YLR321C,0.52673
259,YFR037C,YML127W,0.374247
260,YFR037C,YPR034W,0.469618
261,YFR037C,YMR072W,0.314434
262,YFR037C,YOR116C,0.257083
263,YFR037C,YMR091C,0.496982
264,YFR037C,YMR033W,0.495418
265,YFR037C,YDR303C,0.442878
266,YFR037C,YKR008W,0.512926
267,YFR037C,YGR056W,0.520637
268,YFR037C,YFR013W,0.315128
269,YFR037C,YNL030W,0.228401
270,YFR037C,YLR357W,0.498352
271,YFR037C,YCR052W,0.522568
272,YFR037C,YIL126W,0.495791
273,YFR037C,YLR033W,0.494367
274,YFR037C,YNR003C,0.327546
275,YFR037C,YOR207C,0.297585
276,YFR037C,YOL090W,0.252608
277,YFR037C,YGR275W,0.387702
278,YHR056C,YLR321C,0.230913
279,YHR056C,YML127W,0.237921
280,YHR056C,YMR091C,0.435031
281,YHR056C,YDR303C,0.384296
282,YHR056C,YGR056W,0.461276
283,YHR056C,YLR033W,0.433353
284,YBR245C,YKR001C,0.29461
285,YBR245C,YBL003C,0.313283
286,YBR245C,YDR224C,0.295073
287,YBR245C,YPR034W,0.251274
288,YBR245C,YMR072W,0.335774
289,YBR245C,YMR091C,0.337285
290,YBR245C,YBR009C,0.260856
291,YBR245C,YDR303C,0.274208
292,YBR245C,YKR008W,0.334194
293,YBR245C,YFR013W,0.589936
294,YBR245C,YGL133W,0.355561
295,YBR245C,YPL082C,0.496266
296,YBR245C,YLR357W,0.340784
297,YBR245C,YCR052W,0.342482
298,YBR245C,YDR190C,0.413168
299,YBR245C,YLR033W,0.344293
300,YBR245C,YOL004W,0.399949
301,YBL007C,YHR114W,0.25923
302,YBL007C,YLR337C,0.331787
303,YBL007C,YOR181W,0.493911
304,YBL007C,YJL201W,0.25923
305,YBL007C,YFR024C-A,0.484555
306,YBL007C,YML001W,0.271547
307,YBL007C,YDL191W,0.227719
308,YBL007C,YBL027W,0.227719
309,YHR114W,YOR181W,0.271547
310,YHR114W,YJL201W,0.28998
311,YHR114W,YLR150W,0.233028
312,YHR114W,YFR024C-A,0.258469
313,YHR114W,YCR030C,0.248324
314,YHR114W,YDL191W,0.258469
315,YHR114W,YBL027W,0.258469
316,YDL060W,YNL207W,0.64485
317,YDL060W,YDR064W,0.277447
318,YDL060W,YBR048W,0.315747
319,YDL060W,YGR081C,0.634418
320,YDL060W,YOR145C,0.406975
321,YDL060W,YPL012W,0.344889
322,YDL060W,YDL148C,0.340759
323,YDL060W,YJR145C,0.233176
324,YDL060W,YJL190C,0.243145
325,YDL060W,YPL266W,0.649955
326,YDL060W,YOR096W,0.243077
327,YDL060W,YBR247C,0.514722
328,YDL060W,YKL143W,0.476289
329,YDL060W,YDR447C,0.23473
330,YDL060W,YOR056C,0.427344
331,YDL060W,YGR054W,0.240036
332,YDL060W,YPL204W,0.402338
333,YDL060W,YIL069C,0.300746
334,YDL060W,YML024W,0.236339
335,YNL207W,YDR283C,0.248324
336,YNL207W,YKR057W,0.270305
337,YNL207W,YML026C,0.372295
338,YNL207W,YDR064W,0.283487
339,YNL207W,YLR367W,0.310191
340,YNL207W,YDR025W,0.261026
341,YNL207W,YOR145C,0.436237
342,YNL207W,YPL012W,0.324207
343,YNL207W,YPL266W,0.431819
344,YNL207W,YLR264W,0.435318
345,YNL207W,YOR290C,0.335429
346,YNL207W,YBR247C,0.529049
347,YNL207W,YKL143W,0.487118
348,YNL207W,YML091C,0.229891
349,YNL207W,YOR056C,0.497414
350,YNL207W,YGR054W,0.481764
351,YNL207W,YPL204W,0.652355
352,YNL207W,YER102W,0.239674
353,YNL207W,YPL081W,0.309273
354,YDR264C,YMR197C,0.284979
355,YDR264C,YKL196C,0.230245
356,YDR264C,YOR036W,0.303412
357,YDR264C,YOR212W,0.632265
358,YMR197C,YKL196C,0.55339
359,YMR197C,YBL050W,0.271547
360,YMR197C,YOR036W,0.303059
361,YMR197C,YOR212W,0.271547
362,YMR197C,YGL095C,0.31042
363,YHR117W,YOR375C,0.278909
364,YHR117W,YKL006W,0.237253
365,YOR375C,YKL006W,0.248324
366,YOR375C,YGL130W,0.247397
367,YOR375C,YOR370C,0.247397
368,YOR375C,YKR014C,0.234319
369,YOR375C,YPL228W,0.247397
370,YER094C,YGL011C,0.480307
371,YER094C,YGR135W,0.246106
372,YER094C,YOR362C,0.482857
373,YER094C,YPR103W,0.522797
374,YER094C,YGR232W,0.233028
375,YER094C,YML092C,0.494784
376,YER094C,BLM3,0.236984
377,YER094C,YOL038W,0.453128
378,YER094C,YFR050C,0.258469
379,YER094C,YMR314W,0.236397
380,YER094C,YBL041W,0.256251
381,YER094C,YER012W,0.246106
382,YER094C,YJL001W,0.48943
383,YGL011C,YHR200W,0.290462
384,YGL011C,YGR135W,0.464465
385,YGL011C,YOR362C,0.679014
386,YGL011C,YPR103W,0.732032
387,YGL011C,YIL075C,0.279544
388,YGL011C,YDL147W,0.314316
389,YGL011C,YML092C,0.722453
390,YGL011C,BLM3,0.430923
391,YGL011C,YOL038W,0.63786
392,YGL011C,YFR050C,0.468166
393,YGL011C,YMR314W,0.437101
394,YGL011C,YBL041W,0.243991
395,YGL011C,YER012W,0.235703
396,YGL011C,YJL001W,0.730177
397,YDL097C,YOR259C,0.383673
398,YDL097C,YHR027C,0.394306
399,YDL097C,YHR200W,0.541171
400,YDL097C,YOR261C,0.378318
401,YDL097C,YDR427W,0.525315
402,YDL097C,YIL075C,0.30021
403,YDL097C,YER021W,0.37051
404,YDL097C,YHL030W,0.332433
405,YDL097C,YLR421C,0.419056
406,YDL097C,YFR004W,0.619748
407,YDL097C,YFR052W,0.579373
408,YDL097C,YPR108W,0.606929
409,YDL097C,YDL147W,0.3987
410,YDL097C,YFR010W,0.278909
411,YDL097C,YOL038W,0.322666
412,YDL097C,YKL145W,0.466519
413,YDL097C,YDL007W,0.392899
414,YDL097C,YGL048C,0.329311
415,YDL097C,YDR394W,0.344181
416,YDL097C,YOR117W,0.360823
417,YOR259C,YHR027C,0.313216
418,YOR259C,YHR200W,0.373214
419,YOR259C,YML124C,0.287283
420,YOR259C,YDR427W,0.370315
421,YOR259C,YHL030W,0.379816
422,YOR259C,YLR421C,0.41914
423,YOR259C,YFR052W,0.391127
424,YOR259C,YDL147W,0.365557
425,YOR259C,YFR010W,0.407638
426,YOR259C,YKL145W,0.345801
427,YLR002C,YOR272W,0.376127
428,YLR002C,YHR052W,0.339934
429,YLR002C,YOL077C,0.321728
430,YLR002C,YER006W,0.353738
431,YLR002C,YKR081C,0.292073
432,YLR002C,YOR206W,0.36976
433,YLR002C,YFL002C,0.398759
434,YLR002C,YFR001W,0.330382
435,YLR002C,YGR103W,0.373388
436,YLR002C,YLR449W,0.377027
437,YLR002C,YPR016C,0.330333
438,YOR272W,YHR052W,0.490979
439,YOR272W,YOL077C,0.285084
440,YOR272W,YER006W,0.305595
441,YOR272W,YKR081C,0.279932
442,YOR272W,YPL043W,0.511383
443,YOR272W,YNL002C,0.337886
444,YOR272W,YOR206W,0.500257
445,YOR272W,YFL002C,0.556811
446,YOR272W,YFR001W,0.318241
447,YOR272W,YGR103W,0.323408
448,YOR272W,YMR049C,0.319396
449,YOR272W,YLL034C,0.366543
450,YOR272W,YPL211W,0.352403
451,YOR272W,YDR060W,0.326824
452,YOR272W,YDR496C,0.33319
453,YOR272W,YNL061W,0.350554
454,YOR272W,YKL009W,0.369787
455,YOR272W,YDR087C,0.39456
456,YOR272W,YGL111W,0.340386
457,YOR272W,YPR016C,0.294969
458,YOR272W,YNL110C,0.359431
459,YOR272W,YLL008W,0.375208
460,YOR272W,YDL082W,0.319396
461,YOR272W,YDL031W,0.358474
462,YOR272W,YKL021C,0.240389
463,YGR095C,YGR195W,0.637318
464,YGR095C,YGR090W,0.257377
465,YGR095C,YGR158C,0.433037
466,YGR095C,YCR035C,0.425126
467,YGR095C,YHR069C,0.635768
468,YGR095C,YNL189W,0.323381
469,YGR095C,YOL021C,0.629085
470,YGR095C,YOR076C,0.442994
471,YGR095C,YHR081W,0.501227
472,YGR095C,YNL232W,0.424749
473,YGR095C,YDL111C,0.652235
474,YGR095C,YDR280W,0.626794
475,YGR095C,YOR001W,0.432134
476,YGR095C,YOL142W,0.657024
477,YGR195W,YMR128W,0.282309
478,YGR195W,YGR158C,0.644514
479,YGR195W,YML056C,0.248658
480,YGR195W,YCR035C,0.659825
481,YGR195W,YHR069C,0.626569
482,YGR195W,YNL189W,0.331335
483,YGR195W,YJL109C,0.27001
484,YGR195W,YOL021C,0.63003
485,YGR195W,YOR076C,0.707349
486,YGR195W,YHR081W,0.233028
487,YGR195W,YNL232W,0.659308
488,YGR195W,YDL111C,0.634747
489,YGR195W,YDR280W,0.627739
490,YGR195W,YOR001W,0.634384
491,YGR195W,YOL142W,0.644891
492,YGR195W,YKL126W,0.230245
493,YDL003W,YJL074C,0.247873
494,YDL003W,YFL008W,0.247873
495,YDL003W,YER147C,0.32104
496,YDL003W,YBL027W,0.258018
497,YJL074C,YJL008C,0.36782
498,YJL074C,YFL008W,0.76263
499,YJL074C,YER147C,0.279836
500,YJL074C,YDR158W,0.25293
501,YGR167W,YNL084C,0.253114
502,YGR167W,YOR181W,0.316491
503,YGR167W,YGL206C,0.762065
504,YGR167W,YFR024C-A,0.240036
505,YNL084C,YNL113W,0.240036
506,YNL084C,YOR181W,0.316491
507,YNL084C,YFR024C-A,0.240036
508,YNL084C,YJL011C,0.229891
509,YNL084C,YNL243W,0.246106
510,YNL084C,YDL150W,0.281843
511,YNL084C,YIR006C,0.316491
512,YGL099W,YLL045C,0.232759
513,YGL099W,YBR084W,0.316411
514,YGL099W,YLR074C,0.234681
515,YGL099W,YBR267W,0.706431
516,YGL099W,YDR101C,0.352712
517,YGL099W,YGR245C,0.340157
518,YGL099W,YPR016C,0.32885
519,YGL099W,YEL054C,0.345999
520,YGL099W,YHR170W,0.511187
521,YGL099W,YHR010W,0.318054
522,YGL099W,YOR063W,0.235501
523,YGL099W,YMR194W,0.390143
524,YLL045C,YGL246C,0.252092
525,YLL045C,YHR170W,0.249874
526,YBR143C,YDR172W,0.515847
527,YBR143C,YIL074C,0.258469
528,YBR143C,YBR136W,0.238794
529,YBR143C,YBR079C,0.258018
530,YBR143C,YOR096W,0.264051
531,YBR143C,YPL083C,0.270305
532,YBR143C,YDL058W,0.238794
533,YBR143C,YLR386W,0.270305
534,YBR143C,YOR069W,0.240036
535,YBR143C,YHR203C,0.237024
536,YDR172W,YBR136W,0.258469
537,YDR172W,YLR371W,0.233028
538,YDR172W,YOR150W,0.235397
539,YDR172W,YPL083C,0.28998
540,YDR172W,YDL058W,0.258469
541,YDR172W,YLR386W,0.28998
542,YDR172W,YOR069W,0.25862
543,YDR172W,YIL129C,0.240036
544,YBL038W,YBR282W,0.261403
545,YBL038W,YDR116C,0.254395
546,YBL038W,YKR006C,0.266757
547,YBL038W,YKL167C,0.266757
548,YBL038W,YMR098C,0.279836
549,YBL038W,YKR085C,0.486858
550,YBL038W,YNL252C,0.269691
551,YBL038W,YLR189C,0.483359
552,YBL038W,YDR164C,0.271901
553,YBL038W,YJL005W,0.230245
554,YBL038W,YPR100W,0.520225
555,YBL038W,YCR046C,0.478569
556,YBL038W,YLR312W-A,0.266757
557,YBL038W,YNL005C,0.428248
558,YBL038W,YJL063C,0.456265
559,YBL038W,YML025C,0.444124
560,YBL038W,YCL014W,0.520225
561,YBL038W,YDR462W,0.469343
562,YBL038W,YCR071C,0.279836
563,YBL038W,YMR064W,0.248324
564,YBL038W,YMR225C,0.279836
565,YBL038W,YOR201C,0.248324
566,YBL038W,YDR237W,0.436913
567,YBL038W,YDR322W,0.436913
568,YBL038W,YGR220C,0.469079
569,YBL038W,YBL004W,0.296847
570,YBL038W,YMR193W,0.256613
571,YBL038W,YMR024W,0.423835
572,YBL038W,YDR296W,0.454224
573,YBL038W,YLR439W,0.457202
574,YBL038W,YOR150W,0.486858
575,YBL038W,YNL177C,0.248324
576,YBL038W,YHR147C,0.248324
577,YBL038W,YPL183W-A,0.279836
578,YBL038W,YBR122C,0.266757
579,YBL038W,YDR405W,0.229891
580,YBL038W,YIL104C,0.229891
581,YBR282W,YDR116C,0.264539
582,YBR282W,YKR006C,0.271547
583,YBR282W,YKL167C,0.271547
584,YBR282W,YMR098C,0.271547
585,YBR282W,YKR085C,0.261403
586,YBR282W,YNL252C,0.279836
587,YBR282W,YCR046C,0.506582
588,YBR282W,YLR312W-A,0.240036
589,YBR282W,YNL005C,0.243991
590,YBR282W,YJL063C,0.246106
591,YBR282W,YML025C,0.453166
592,YBR282W,YDR462W,0.246106
593,YBR282W,YCR071C,0.271547
594,YBR282W,YMR225C,0.271547
595,YBR282W,YOR201C,0.271547
596,YBR282W,YDR237W,0.248324
597,YBR282W,YDR322W,0.248324
598,YBR282W,YGR220C,0.284626
599,YBR282W,YMR193W,0.279836
600,YBR282W,YMR024W,0.248324
601,YBR282W,YDR296W,0.264539
602,YBR282W,YLR439W,0.258469
603,YBR282W,YOR150W,0.229891
604,YBR282W,YNL177C,0.271547
605,YBR282W,YHR147C,0.271547
606,YBR282W,YBR122C,0.271547
607,YBR282W,YDR405W,0.253114
608,YKL122C,YPL210C,0.549751
609,YKL122C,YPL243W,0.264539
610,YKL122C,YDL092W,0.279836
611,YKL122C,YML105C,0.584901
612,YKL122C,YPR088C,0.534957
613,YPL210C,YDL051W,0.434861
614,YPL210C,YER155C,0.345748
615,YPL210C,YPL243W,0.756271
616,YPL210C,YPL240C,0.243758
617,YPL210C,YDL092W,0.803581
618,YPL210C,YML105C,0.822014
619,YPL210C,YLR452C,0.248324
620,YPL210C,YPR088C,0.77207
621,YDR457W,YGR204W,0.271547
622,YDR457W,YDL112W,0.258469
623,YDR457W,YBR121C,0.248324
624,YDR457W,YCL050C,0.233614
625,YDR457W,YPL218W,0.271547
626,YDR457W,YKL029C,0.452869
627,YDR457W,YFL045C,0.233028
628,YDR457W,YDR341C,0.28998
629,YDR457W,YLR355C,0.258469
630,YDR457W,YGL238W,0.248324
631,YDR457W,YHR128W,0.271547
632,YDR457W,YJL052W,0.271547
633,YDR457W,YNR016C,0.243991
634,YDR457W,YKL067W,0.28998
635,YDR457W,YLL018C,0.271547
636,YDR457W,YDR335W,0.271547
637,YDR457W,YBL076C,0.264539
638,YDR457W,YLL040C,0.258469
639,YDR457W,YBL039C,0.271547
640,YDR457W,YHL011C,0.271547
641,YGR204W,YFR031C-A,0.230899
642,YGR204W,YDL112W,0.240036
643,YGR204W,YBR263W,0.271547
644,YGR204W,YPL009C,0.271547
645,YGR204W,YBR121C,0.229891
646,YGR204W,YPL218W,0.253114
647,YGR204W,YDR341C,0.271547
648,YGR204W,YLR355C,0.240036
649,YGR204W,YGL238W,0.229891
650,YGR204W,YHR128W,0.253114
651,YGR204W,YJL052W,0.253114
652,YGR204W,YKL067W,0.271547
653,YGR204W,YLL018C,0.253114
654,YGR204W,YOR048C,0.240036
655,YGR204W,YLL040C,0.240036
656,YMR128W,YOR078W,0.349741
657,YMR128W,YGR090W,0.302639
658,YMR128W,YCL059C,0.327197
659,YMR128W,YOR310C,0.280072
660,YMR128W,YDR324C,0.369455
661,YMR128W,YPR144C,0.355915
662,YMR128W,YDL213C,0.334204
663,YMR128W,YPL139C,0.241208
664,YMR128W,YMR229C,0.27306
665,YMR128W,YPL070W,0.284979
666,YMR128W,YIL084C,0.255686
667,YMR128W,YDL148C,0.358254
668,YMR128W,YCR057C,0.244727
669,YMR128W,YOL010W,0.403641
670,YMR128W,YPR137W,0.359885
671,YMR128W,YBR247C,0.282885
672,YMR128W,YDR280W,0.27492
673,YMR128W,YNL097C,0.268764
674,YOR078W,YLR197W,0.380334
675,YOR078W,YGR090W,0.31433
676,YOR078W,YPL126W,0.358841
677,YOR078W,YDR299W,0.258469
678,YOR078W,YGL171W,0.258469
679,YOR078W,YCL059C,0.233028
680,YOR078W,YOR310C,0.248324
681,YOR078W,YJL109C,0.305931
682,YOR078W,YKR060W,0.233028
683,YOR078W,YNL132W,0.363757
684,YOR078W,YMR143W,0.258469
685,YOR078W,YDL213C,0.258469
686,YOR078W,YML130C,0.271547
687,YOR078W,YBL004W,0.308645
688,YOR078W,YER082C,0.4172
689,YOR078W,YHR148W,0.408534
690,YOR078W,YGR034W,0.258469
691,YOR078W,YBR084C-A,0.248324
692,YOR078W,YDR365C,0.28998
693,YOR078W,YMR093W,0.349741
694,YOR078W,YPR137W,0.437489
695,YOR078W,YJR002W,0.386607
696,YOR078W,YJL033W,0.271547
697,YOR078W,YGR145W,0.240036
698,YOR078W,YBR247C,0.380334
699,YOR078W,YGR128C,0.386607
700,YOR078W,YPL217C,0.393345
701,YOR078W,YNR043W,0.28998
702,YOR078W,YHR169W,0.271547
703,YOR078W,YJL069C,0.426779
704,YOR078W,YNL075W,0.248324
705,YOR078W,YLR222C,0.380334
706,YLR180W,YMR012W,0.237504
707,YLR180W,YGL195W,0.31255
708,YLR180W,YLR106C,0.253023
709,YLR180W,YIL075C,0.228064
710,YLR180W,YLR335W,0.275588
711,YLR180W,YOR151C,0.265584
712,YLR180W,YFR052W,0.229847
713,YLR180W,YDR127W,0.28628
714,YLR180W,YHR019C,0.240205
715,YLR180W,YLR304C,0.261358
716,YLR180W,YMR205C,0.229847
717,YLR180W,YDR502C,0.343733
718,YLR180W,YGR218W,0.259011
719,YLR180W,YLL040C,0.241142
720,YLR180W,YKL152C,0.256004
721,YLR180W,YER090W,0.312454
722,YLR180W,YKL211C,0.267299
723,YMR012W,YMR116C,0.23209
724,YMR012W,YML124C,0.244076
725,YMR012W,YKL029C,0.255958
726,YMR012W,YHR019C,0.266362
727,YMR012W,YBL039C,0.242678
728,YMR012W,YBR017C,0.269731
729,YIL021W,YOR210W,0.40504
730,YIL021W,YOR224C,0.403043
731,YIL021W,YGR005C,0.707404
732,YIL021W,YOL005C,0.498656
733,YIL021W,YJL140W,0.461074
734,YIL021W,YOR151C,0.570152
735,YIL021W,YPR187W,0.376401
736,YIL021W,YGR063C,0.240036
737,YIL021W,YML010W,0.391157
