,protein1,protein2,weight
108,YAL035W,YPR041W,0.852119
109,YAL042W,YML067C,0.564468
110,YAL043C,YDR195W,0.99
111,YAL043C,YDR301W,0.99
112,YAL043C,YER133W,0.99
113,YAL043C,YGR156W,0.99
114,YAL043C,YJR093C,0.99
115,YAL043C,YKL018W,0.99
116,YAL043C,YKL059C,0.99
117,YAL043C,YKR002W,0.99
118,YAL043C,YLR115W,0.99
119,YAL043C,YLR277C,0.99
120,YAL043C,YMR061W,0.567153
121,YAL043C,YNL222W,0.99
122,YAL043C,YNL317W,0.99
123,YAL043C,YOR179C,0.99
124,YAL043C,YPR107C,0.99
125,YAL047C,YHR172W,0.802368
126,YAL047C,YNL126W,0.727842
127,YAL053W,YOR153W,0.544707
128,YAL062W,YOR375C,0.610144
129,YAR002C-A,YGL200C,0.99
130,YAR002C-A,YML012W,0.99
131,YAR002W,YLR335W,0.897426
132,YAR002W,YLR347C,0.90456
133,YAR002W,YNL189W,0.989966
134,YAR003W,YBR175W,0.902971
135,YAR003W,YBR258C,0.594045
136,YAR003W,YDR469W,0.99
137,YAR003W,YHR119W,0.99
138,YAR003W,YKL018W,0.939664
139,YAR003W,YLR015W,0.99
140,YAR003W,YPL138C,0.99
141,YAR007C,YHR164C,0.978328
142,YAR007C,YJL173C,0.99
143,YAR007C,YML032C,0.893674
144,YAR007C,YNL312W,0.99
145,YAR007C,YOL090W,0.522549
146,YAR014C,YER133W,0.566846
147,YAR073W,YGR085C,0.546313
148,YAR073W,YHR216W,0.494571
149,YAR073W,YJR123W,0.485269
150,YAR073W,YLR432W,0.893362
151,YAR073W,YML056C,0.890832
152,YAR073W,YML063W,0.503272
153,YAR073W,YMR242C,0.524727
154,YAR073W,YOR096W,0.523864
155,YAR073W,YPL198W,0.641841
156,YAR075W,YML056C,0.534378
157,YBL002W,YBL003C,0.892386
158,YBL002W,YBR009C,0.832185
159,YBL002W,YGL241W,0.886754
160,YBL002W,YKR048C,0.905229
161,YBL002W,YML069W,0.503157
162,YBL002W,YMR072W,0.553978
163,YBL002W,YOL012C,0.897012
164,YBL003C,YBR009C,0.897012
165,YBL003C,YBR010W,0.844463
166,YBL003C,YBR245C,0.866707
167,YBL003C,YDR224C,0.838855
168,YBL003C,YGL241W,0.897012
169,YBL003C,YKR048C,0.878211
170,YBL003C,YMR072W,0.897012
171,YBL003C,YNL030W,0.561976
172,YBL003C,YPL082C,0.569754
173,YBL004W,YBL072C,0.591086
174,YBL004W,YBR048W,0.488393
175,YBL004W,YBR189W,0.573735
176,YBL004W,YBR247C,0.691055
177,YBL004W,YCL059C,0.662301
178,YBL004W,YCR057C,0.897012
179,YBL004W,YDL014W,0.896758
180,YBL004W,YDL148C,0.974083
181,YBL004W,YDL213C,0.507772
182,YBL004W,YDR064W,0.61556
183,YBL004W,YDR299W,0.525074
184,YBL004W,YDR324C,0.892806
185,YBL004W,YDR449C,0.978711
186,YBL004W,YER082C,0.966166
187,YBL004W,YER102W,0.583216
188,YBL004W,YGR090W,0.899527
189,YBL004W,YGR128C,0.773119
190,YBL004W,YGR145W,0.575615
191,YBL004W,YHR148W,0.897012
192,YBL004W,YHR196W,0.584358
193,YBL004W,YJL109C,0.928552
194,YBL004W,YJR002W,0.983502
195,YBL004W,YKR060W,0.760631
196,YBL004W,YLL011W,0.893754
197,YBL004W,YLR129W,0.889906
198,YBL004W,YLR186W,0.952679
199,YBL004W,YLR197W,0.897474
200,YBL004W,YLR222C,0.745925
201,YBL004W,YLR367W,0.591086
202,YBL004W,YLR409C,0.644916
203,YBL004W,YMR093W,0.908589
204,YBL004W,YMR128W,0.930244
205,YBL004W,YMR229C,0.569591
206,YBL004W,YNL132W,0.986141
207,YBL004W,YOL010W,0.875296
208,YBL004W,YOR096W,0.604347
209,YBL004W,YOR145C,0.49755
210,YBL004W,YPL012W,0.896888
211,YBL004W,YPL043W,0.574593
212,YBL004W,YPL126W,0.923183
213,YBL004W,YPL217C,0.963116
214,YBL004W,YPL266W,0.544573
215,YBL004W,YPR137W,0.890147
216,YBL004W,YPR144C,0.950071
217,YBL007C,YOR181W,0.558512
218,YBL008W,YBR215W,0.897012
219,YBL008W,YOR038C,0.522351
220,YBL014C,YCL048W,0.551524
221,YBL014C,YCR024C,0.534821
222,YBL018C,YBR257W,0.514663
223,YBL018C,YGR030C,0.657777
224,YBL018C,YHR062C,0.534614
225,YBL018C,YNL221C,0.694172
226,YBL018C,YNL282W,0.61089
227,YBL021C,YGL237C,0.715806
228,YBL021C,YOR358W,0.75869
229,YBL026W,YBR055C,0.99
230,YBL026W,YCR077C,0.99
231,YBL026W,YDL098C,0.595011
232,YBL026W,YDL160C,0.903065
233,YBL026W,YDR378C,0.99
234,YBL026W,YDR473C,0.98973
235,YBL026W,YER029C,0.918665
236,YBL026W,YER112W,0.897012
237,YBL026W,YER146W,0.867367
238,YBL026W,YER172C,0.989207
239,YBL026W,YGL173C,0.900415
240,YBL026W,YGR074W,0.643773
241,YBL026W,YGR075C,0.577521
242,YBL026W,YGR091W,0.99
243,YBL026W,YHR165C,0.99
244,YBL026W,YJL124C,0.99
245,YBL026W,YJR022W,0.836709
246,YBL026W,YKL173W,0.99
247,YBL026W,YLR147C,0.897012
248,YBL026W,YLR275W,0.892717
249,YBL026W,YLR438C-A,0.502322
250,YBL026W,YMR268C,0.893017
251,YBL026W,YNL147W,0.938206
252,YBL026W,YOR308C,0.99
253,YBL026W,YPR082C,0.906802
254,YBL026W,YPR178W,0.99
255,YBL027W,YBL092W,0.629378
256,YBL027W,YBR031W,0.693149
257,YBL027W,YBR048W,0.538286
258,YBL027W,YBR181C,0.543453
259,YBL027W,YBR191W,0.690706
260,YBL027W,YCR031C,0.893169
261,YBL027W,YDL075W,0.646133
262,YBL027W,YDL082W,0.801795
263,YBL027W,YDL083C,0.535716
264,YBL027W,YDL136W,0.858233
265,YBL027W,YDR012W,0.549743
266,YBL027W,YDR064W,0.572935
267,YBL027W,YDR382W,0.494886
268,YBL027W,YDR447C,0.897012
269,YBL027W,YDR471W,0.857493
270,YBL027W,YER074W,0.586411
271,YBL027W,YFR031C-A,0.947036
272,YBL027W,YFR032C-A,0.595153
273,YBL027W,YGL014W,0.560684
274,YBL027W,YGL030W,0.577728
275,YBL027W,YGL031C,0.745014
276,YBL027W,YGL103W,0.890162
277,YBL027W,YGL123W,0.507007
278,YBL027W,YGL147C,0.746587
279,YBL027W,YGR034W,0.753474
280,YBL027W,YGR085C,0.576298
281,YBL027W,YHL001W,0.5663
282,YBL027W,YHL033C,0.530859
283,YBL027W,YHR141C,0.589541
284,YBL027W,YIL133C,0.543716
285,YBL027W,YJL177W,0.912082
286,YBL027W,YJR123W,0.721304
287,YBL027W,YKL180W,0.831825
288,YBL027W,YLL045C,0.571981
289,YBL027W,YLR029C,0.494048
290,YBL027W,YLR075W,0.587764
291,YBL027W,YLR150W,0.566898
292,YBL027W,YLR287C-A,0.791913
293,YBL027W,YLR344W,0.541946
294,YBL027W,YLR441C,0.502086
295,YBL027W,YLR448W,0.892084
296,YBL027W,YML063W,0.541714
297,YBL027W,YML073C,0.554183
298,YBL027W,YMR194W,0.896275
299,YBL027W,YMR242C,0.893018
300,YBL027W,YNL069C,0.840223
301,YBL027W,YNL096C,0.622193
302,YBL027W,YNL178W,0.604405
303,YBL027W,YNL301C,0.631385
304,YBL027W,YOL040C,0.551272
305,YBL027W,YOL127W,0.683619
306,YBL027W,YOR063W,0.893854
307,YBL027W,YOR096W,0.544727
308,YBL027W,YOR312C,0.545275
309,YBL027W,YPL090C,0.839567
310,YBL027W,YPL249C-A,0.48232
311,YBL035C,YIR008C,0.82857
312,YBL035C,YKL045W,0.896093
313,YBL035C,YNL102W,0.99
314,YBL037W,YOL062C,0.497515
315,YBL038W,YBR122C,0.580497
316,YBL038W,YCR046C,0.82428
317,YBL038W,YCR071C,0.880404
318,YBL038W,YDR116C,0.65212
319,YBL038W,YDR237W,0.896658
320,YBL038W,YDR296W,0.798387
321,YBL038W,YDR322W,0.89292
322,YBL038W,YDR462W,0.893757
323,YBL038W,YGR220C,0.548623
324,YBL038W,YJL063C,0.82779
325,YBL038W,YKL167C,0.582043
326,YBL038W,YKR006C,0.894592
327,YBL038W,YKR085C,0.871014
328,YBL038W,YLR312W-A,0.507261
329,YBL038W,YLR439W,0.897649
330,YBL038W,YML025C,0.89538
331,YBL038W,YMR024W,0.88523
332,YBL038W,YMR193W,0.566898
333,YBL038W,YNL005C,0.893501
334,YBL038W,YNL252C,0.666592
335,YBL038W,YNL284C,0.571162
336,YBL038W,YOR150W,0.871014
337,YBL041W,YER012W,0.99
338,YBL041W,YER021W,0.568285
339,YBL041W,YER094C,0.99
340,YBL041W,YFL007W,0.897012
341,YBL041W,YFR050C,0.99
342,YBL041W,YGL011C,0.99
343,YBL041W,YGR135W,0.99
344,YBL041W,YGR253C,0.99
345,YBL041W,YJL001W,0.99
346,YBL041W,YML092C,0.99
347,YBL041W,YMR314W,0.99
348,YBL041W,YOL038W,0.99
349,YBL041W,YOR157C,0.935007
350,YBL041W,YOR362C,0.99
351,YBL041W,YPR103W,0.99
352,YBL045C,YPR191W,0.99
353,YBL046W,YDR075W,0.99
354,YBL046W,YML010W,0.979514
355,YBL046W,YNL201C,0.99
356,YBL047C,YCR030C,0.912082
357,YBL052C,YPR031W,0.684064
358,YBL056W,YDR071C,0.897012
359,YBL058W,YDL126C,0.99
360,YBL067C,YOL087C,0.628296
361,YBL071W-A,YIL103W,0.515498
362,YBL071W-A,YKL191W,0.605198
363,YBL072C,YBR031W,0.726858
364,YBL072C,YBR048W,0.99
365,YBL072C,YBR079C,0.624088
366,YBL072C,YBR181C,0.525536
367,YBL072C,YBR189W,0.93731
368,YBL072C,YBR247C,0.568368
369,YBL072C,YCL011C,0.512899
370,YBL072C,YCL037C,0.557097
371,YBL072C,YCL059C,0.606111
372,YBL072C,YCR031C,0.878422
373,YBL072C,YDL014W,0.897012
374,YBL072C,YDL060W,0.749611
375,YBL072C,YDL082W,0.533481
376,YBL072C,YDL083C,0.887292
377,YBL072C,YDL136W,0.571238
378,YBL072C,YDL148C,0.872874
379,YBL072C,YDR025W,0.893783
380,YBL072C,YDR064W,0.942448
381,YBL072C,YDR324C,0.482733
382,YBL072C,YDR418W,0.555647
383,YBL072C,YDR447C,0.906223
384,YBL072C,YDR449C,0.824813
385,YBL072C,YDR471W,0.854473
386,YBL072C,YER074W,0.897012
387,YBL072C,YER102W,0.99
388,YBL072C,YFR031C-A,0.521361
389,YBL072C,YGL076C,0.591868
390,YBL072C,YGL103W,0.536984
391,YBL072C,YGL120C,0.596857
392,YBL072C,YGL135W,0.546897
393,YBL072C,YGL147C,0.578906
394,YBL072C,YGR054W,0.483493
395,YBL072C,YGR085C,0.54469
396,YBL072C,YGR090W,0.852267
397,YBL072C,YGR145W,0.566898
398,YBL072C,YHL001W,0.530312
399,YBL072C,YHL015W,0.544749
400,YBL072C,YHL033C,0.544432
401,YBL072C,YHL034C,0.570529
402,YBL072C,YHR203C,0.916116
403,YBL072C,YIL069C,0.523351
404,YBL072C,YJL177W,0.527524
405,YBL072C,YJL190C,0.855687
406,YBL072C,YJR002W,0.574493
407,YBL072C,YJR123W,0.859014
408,YBL072C,YJR145C,0.946999
409,YBL072C,YKL180W,0.745707
410,YBL072C,YLL011W,0.569219
411,YBL072C,YLL045C,0.674178
412,YBL072C,YLR029C,0.790252
413,YBL072C,YLR075W,0.59016
414,YBL072C,YLR129W,0.515536
415,YBL072C,YLR186W,0.712745
416,YBL072C,YLR197W,0.692659
417,YBL072C,YLR287C-A,0.497616
418,YBL072C,YLR340W,0.493
419,YBL072C,YLR441C,0.78056
420,YBL072C,YLR448W,0.812225
421,YBL072C,YML063W,0.838835
422,YBL072C,YML073C,0.574281
423,YBL072C,YMR093W,0.656733
424,YBL072C,YMR116C,0.609171
425,YBL072C,YMR128W,0.518167
426,YBL072C,YMR146C,0.545007
427,YBL072C,YMR194W,0.505424
428,YBL072C,YMR229C,0.62943
429,YBL072C,YMR242C,0.566898
430,YBL072C,YMR290C,0.575436
431,YBL072C,YNL096C,0.644596
432,YBL072C,YNL132W,0.973945
433,YBL072C,YNL178W,0.891598
434,YBL072C,YNL308C,0.531095
435,YBL072C,YOL127W,0.560822
436,YBL072C,YOR063W,0.89211
437,YBL072C,YOR096W,0.896219
438,YBL072C,YOR312C,0.555054
439,YBL072C,YOR361C,0.535943
440,YBL072C,YPL012W,0.908347
441,YBL072C,YPL090C,0.610911
442,YBL072C,YPL126W,0.51626
443,YBL072C,YPL131W,0.630752
444,YBL072C,YPL198W,0.775073
445,YBL072C,YPR144C,0.746253
446,YBL074C,YBR055C,0.623923
447,YBL074C,YER029C,0.722435
448,YBL074C,YER172C,0.523505
449,YBL074C,YGR074W,0.494596
450,YBL074C,YHR165C,0.897012
451,YBL074C,YKL173W,0.896099
452,YBL074C,YLR275W,0.540988
453,YBL074C,YOR308C,0.527167
454,YBL074C,YPR178W,0.737658
455,YBL079W,YMR153W,0.603682
456,YBL084C,YDR118W,0.537415
457,YBL084C,YHR166C,0.897012
458,YBL084C,YKL022C,0.897012
459,YBL084C,YLR127C,0.939484
460,YBL084C,YNL172W,0.753981
461,YBL084C,YOR249C,0.578303
462,YBL087C,YDR361C,0.809239
463,YBL087C,YER117W,0.566898
464,YBL087C,YGL111W,0.546071
465,YBL087C,YMR290C,0.506732
466,YBL087C,YPL093W,0.492505
467,YBL087C,YPL208W,0.55678
468,YBL090W,YBR146W,0.897012
469,YBL090W,YBR251W,0.891952
470,YBL090W,YDL045W-A,0.566898
471,YBL090W,YDR036C,0.507261
472,YBL090W,YDR041W,0.892917
473,YBL090W,YDR175C,0.894698
474,YBL090W,YDR337W,0.897012
475,YBL090W,YDR347W,0.826364
476,YBL090W,YGL129C,0.897012
477,YBL090W,YGR084C,0.863645
478,YBL090W,YGR165W,0.603655
479,YBL090W,YGR215W,0.834701
480,YBL090W,YHL004W,0.897012
481,YBL090W,YIL093C,0.942592
482,YBL090W,YJR101W,0.897485
483,YBL090W,YJR113C,0.972762
484,YBL090W,YKL155C,0.897012
485,YBL090W,YMR158W,0.892863
486,YBL090W,YMR188C,0.630772
487,YBL090W,YNL137C,0.791587
488,YBL090W,YNL306W,0.897327
489,YBL090W,YNR037C,0.58093
490,YBL090W,YOR158W,0.769448
491,YBL090W,YPL013C,0.836848
492,YBL090W,YPL118W,0.896509
493,YBL092W,YBR031W,0.556372
494,YBL092W,YBR181C,0.59788
495,YBL092W,YBR191W,0.494777
496,YBL092W,YDL075W,0.762821
497,YBL092W,YDL082W,0.579359
498,YBL092W,YDL083C,0.804474
499,YBL092W,YDL136W,0.892103
500,YBL092W,YDR064W,0.556006
501,YBL092W,YDR382W,0.618218
502,YBL092W,YDR447C,0.869645
503,YBL092W,YDR471W,0.746732
504,YBL092W,YER074W,0.777379
505,YBL092W,YFR031C-A,0.59457
506,YBL092W,YFR032C-A,0.572185
507,YBL092W,YGL014W,0.861295
508,YBL092W,YGL030W,0.574667
509,YBL092W,YGL031C,0.54798
510,YBL092W,YGL103W,0.876405
511,YBL092W,YGL147C,0.509904
512,YBL092W,YGR034W,0.770552
513,YBL092W,YGR085C,0.562109
514,YBL092W,YGR118W,0.568842
515,YBL092W,YHL001W,0.566898
516,YBL092W,YHR029C,0.974384
517,YBL092W,YHR141C,0.75796
518,YBL092W,YJL177W,0.893681
519,YBL092W,YJR094W-A,0.514348
520,YBL092W,YJR123W,0.553711
521,YBL092W,YKL180W,0.893422
522,YBL092W,YLR029C,0.528167
523,YBL092W,YLR287C-A,0.825614
524,YBL092W,YLR441C,0.570402
525,YBL092W,YLR448W,0.64602
526,YBL092W,YML063W,0.565488
527,YBL092W,YML073C,0.769158
528,YBL092W,YMR194W,0.848266
529,YBL092W,YNL069C,0.568842
530,YBL092W,YNL096C,0.560393
531,YBL092W,YNL301C,0.576865
532,YBL092W,YOL040C,0.710788
533,YBL092W,YOL127W,0.800831
534,YBL092W,YOR063W,0.523334
535,YBL092W,YOR096W,0.566898
536,YBL093C,YBR193C,0.99
537,YBL093C,YBR253W,0.565758
538,YBL093C,YDL005C,0.902102
539,YBL093C,YDR308C,0.99
540,YBL093C,YER022W,0.978782
541,YBL093C,YGL025C,0.988568
542,YBL093C,YGL127C,0.897012
543,YBL093C,YGL151W,0.636249
544,YBL093C,YGR104C,0.50034
545,YBL093C,YHR041C,0.891928
546,YBL093C,YHR058C,0.98937
547,YBL093C,YLR071C,0.706573
548,YBL093C,YMR112C,0.897299
549,YBL093C,YNL236W,0.78344
550,YBL093C,YNR010W,0.99
551,YBL093C,YOL051W,0.987998
552,YBL093C,YOL135C,0.583213
553,YBL093C,YOR174W,0.99
554,YBL093C,YPL042C,0.529321
555,YBL093C,YPR070W,0.984868
556,YBL093C,YPR168W,0.99
557,YBL097W,YFR031C,0.566898
558,YBL097W,YLR272C,0.52825
559,YBL099W,YJR121W,0.580145
560,YBL103C,YOL067C,0.89306
561,YBL105C,YGR254W,0.558843
562,YBR009C,YBR010W,0.772578
563,YBR009C,YBR245C,0.842927
564,YBR009C,YDR190C,0.552217
565,YBR009C,YDR303C,0.65202
566,YBR009C,YEL056W,0.983108
567,YBR009C,YJL115W,0.499297
568,YBR009C,YKR001C,0.565993
569,YBR009C,YLL022C,0.897674
570,YBR009C,YLR357W,0.530375
571,YBR009C,YML069W,0.895534
572,YBR009C,YMR072W,0.897269
573,YBR009C,YNL030W,0.905111
574,YBR009C,YOL054W,0.99
575,YBR009C,YPL001W,0.971009
576,YBR009C,YPL082C,0.739194
577,YBR010W,YEL056W,0.51319
578,YBR010W,YLL022C,0.574359
579,YBR011C,YDL203C,0.629457
580,YBR011C,YLR371W,0.920138
581,YBR011C,YLR425W,0.75426
582,YBR011C,YPL066W,0.582054
583,YBR017C,YEL022W,0.569788
584,YBR017C,YER110C,0.53003
585,YBR017C,YGL122C,0.826761
586,YBR017C,YJR077C,0.838547
587,YBR017C,YOR160W,0.530301
588,YBR025C,YDL185W,0.49962
589,YBR025C,YGL195W,0.566898
590,YBR025C,YJR121W,0.572356
591,YBR025C,YKL081W,0.573806
592,YBR031W,YBR048W,0.824697
593,YBR031W,YBR142W,0.566898
594,YBR031W,YBR181C,0.590969
595,YBR031W,YBR189W,0.69246
596,YBR031W,YBR191W,0.560874
597,YBR031W,YCR031C,0.752015
598,YBR031W,YDL075W,0.745457
599,YBR031W,YDL082W,0.74204
600,YBR031W,YDL083C,0.733799
601,YBR031W,YDL136W,0.658956
602,YBR031W,YDR012W,0.8954
603,YBR031W,YDR025W,0.588575
604,YBR031W,YDR382W,0.576437
605,YBR031W,YDR418W,0.648742
606,YBR031W,YDR447C,0.812841
607,YBR031W,YDR471W,0.616247
608,YBR031W,YDR496C,0.545674
609,YBR031W,YER074W,0.864932
610,YBR031W,YER102W,0.576662
611,YBR031W,YFR031C-A,0.897743
612,YBR031W,YGL030W,0.624898
613,YBR031W,YGL031C,0.569506
614,YBR031W,YGL103W,0.855547
615,YBR031W,YGL135W,0.889632
616,YBR031W,YGL147C,0.889068
617,YBR031W,YGR034W,0.65384
618,YBR031W,YGR085C,0.803291
619,YBR031W,YHL001W,0.596384
620,YBR031W,YHL033C,0.567077
621,YBR031W,YHR141C,0.57319
622,YBR031W,YHR203C,0.565262
623,YBR031W,YIL018W,0.852694
624,YBR031W,YIL069C,0.646388
625,YBR031W,YIL133C,0.79764
626,YBR031W,YJL177W,0.892831
627,YBR031W,YJL190C,0.567943
628,YBR031W,YJR123W,0.574727
629,YBR031W,YJR145C,0.550182
630,YBR031W,YKL180W,0.866398
631,YBR031W,YKR081C,0.555213
632,YBR031W,YLL045C,0.574463
633,YBR031W,YLR029C,0.897012
634,YBR031W,YLR075W,0.590955
635,YBR031W,YLR287C-A,0.544741
636,YBR031W,YLR441C,0.609999
637,YBR031W,YLR448W,0.833181
638,YBR031W,YML063W,0.817394
639,YBR031W,YML073C,0.894442
640,YBR031W,YMR194W,0.888018
641,YBR031W,YMR242C,0.870102
642,YBR031W,YMR290C,0.635804
643,YBR031W,YNL069C,0.895288
644,YBR031W,YNL096C,0.54922
645,YBR031W,YNL112W,0.508122
646,YBR031W,YNL132W,0.854377
647,YBR031W,YNL178W,0.549523
648,YBR031W,YNL301C,0.858721
649,YBR031W,YOL077C,0.608461
650,YBR031W,YOL120C,0.544133
651,YBR031W,YOL127W,0.848186
652,YBR031W,YOR063W,0.873474
653,YBR031W,YOR096W,0.565973
654,YBR031W,YOR312C,0.684435
655,YBR031W,YPL012W,0.552427
656,YBR031W,YPL090C,0.897012
657,YBR031W,YPL198W,0.610901
658,YBR031W,YPL220W,0.566898
659,YBR031W,YPL249C-A,0.567448
660,YBR048W,YBR189W,0.983017
661,YBR048W,YBR247C,0.573709
662,YBR048W,YCL011C,0.556895
663,YBR048W,YCL059C,0.577031
664,YBR048W,YCR031C,0.578986
665,YBR048W,YDL014W,0.870099
666,YBR048W,YDL060W,0.891769
667,YBR048W,YDL083C,0.630782
668,YBR048W,YDL148C,0.785124
669,YBR048W,YDR012W,0.573994
670,YBR048W,YDR025W,0.984912
671,YBR048W,YDR064W,0.909791
672,YBR048W,YDR299W,0.604127
673,YBR048W,YDR365C,0.747938
674,YBR048W,YDR418W,0.57773
675,YBR048W,YDR447C,0.89032
676,YBR048W,YDR450W,0.531758
677,YBR048W,YDR471W,0.836809
678,YBR048W,YER025W,0.670117
679,YBR048W,YER074W,0.776782
680,YBR048W,YER102W,0.897012
681,YBR048W,YFR031C-A,0.537926
682,YBR048W,YGL030W,0.503983
683,YBR048W,YGL076C,0.569302
684,YBR048W,YGL135W,0.576581
685,YBR048W,YGR034W,0.49976
686,YBR048W,YGR085C,0.743144
687,YBR048W,YGR090W,0.508208
688,YBR048W,YHL001W,0.497895
689,YBR048W,YHL033C,0.828549
690,YBR048W,YHR203C,0.897012
691,YBR048W,YIL018W,0.515204
692,YBR048W,YIL069C,0.940997
693,YBR048W,YIL133C,0.593554
694,YBR048W,YJL177W,0.614215
695,YBR048W,YJL190C,0.833344
696,YBR048W,YJR123W,0.897012
697,YBR048W,YJR145C,0.911829
698,YBR048W,YKL180W,0.665134
699,YBR048W,YLL045C,0.747032
700,YBR048W,YLR029C,0.897027
701,YBR048W,YLR075W,0.891762
702,YBR048W,YLR287C-A,0.499919
703,YBR048W,YLR340W,0.493101
704,YBR048W,YLR367W,0.532273
705,YBR048W,YLR441C,0.775134
706,YBR048W,YLR448W,0.574833
707,YBR048W,YML063W,0.895211
708,YBR048W,YML073C,0.747585
709,YBR048W,YMR194W,0.643217
710,YBR048W,YMR229C,0.559917
711,YBR048W,YMR242C,0.894409
712,YBR048W,YMR290C,0.705442
713,YBR048W,YNL069C,0.513324
714,YBR048W,YNL096C,0.56998
715,YBR048W,YNL132W,0.8976
716,YBR048W,YNL178W,0.874392
717,YBR048W,YNL308C,0.856738
718,YBR048W,YNR054C,0.575358
719,YBR048W,YOL127W,0.586149
720,YBR048W,YOR063W,0.870953
721,YBR048W,YOR096W,0.875176
722,YBR048W,YOR204W,0.698415
723,YBR048W,YOR312C,0.807435
724,YBR048W,YPL012W,0.826355
725,YBR048W,YPL081W,0.484191
726,YBR048W,YPL090C,0.572415
727,YBR048W,YPL131W,0.655375
728,YBR048W,YPL198W,0.841655
729,YBR048W,YPL217C,0.616815
730,YBR052C,YCR004C,0.555693
731,YBR052C,YDR032C,0.822219
732,YBR055C,YBR152W,0.622826
733,YBR055C,YCR077C,0.897012
734,YBR055C,YDL030W,0.99
735,YBR055C,YDL043C,0.56652
736,YBR055C,YDL098C,0.99
737,YBR055C,YDL160C,0.573558
738,YBR055C,YDR378C,0.99
