,protein1,protein2,weight
188,YBL046W,YNL201C,0.99
189,YBL047C,YJL148W,0.29
190,YBL052C,YBL003C,0.73
191,YBL052C,YBR010W,0.58
192,YBL052C,YPR031W,0.99
193,YBL056W,YLR240W,0.7
194,YBL058W,YDL126C,0.99
195,YBL058W,YDR388W,0.36
196,YBL058W,YHR064C,0.77
197,YBL067C,YER030W,0.42
198,YBL067C,YML105C,0.3
199,YBL067C,YOL087C,0.99
200,YBL071W-A,YAL020C,0.99
201,YBL071W-A,YCR009C,0.64
202,YBL071W-A,YDR385W,0.99
203,YBL071W-A,YDR388W,0.99
204,YBL071W-A,YEL037C,0.64
205,YBL071W-A,YIL103W,0.99
206,YBL071W-A,YKL191W,0.99
207,YBL071W-A,YLR384C,0.99
208,YBL071W-A,YLR429W,0.56
209,YBL074C,YGR074W,0.74
210,YBL074C,YHR165C,0.97
211,YBL074C,YLR347C,0.4
212,YBL074C,YPR182W,0.88
213,YBL079W,YGL106W,0.67
214,YBL079W,YLR429W,0.99
215,YBL084C,YGL240W,0.8
216,YBL086C,YLR045C,0.48
217,YBL093C,YBR193C,0.97
218,YBL093C,YBR253W,0.8
219,YBL093C,YDL005C,0.82
220,YBL093C,YDR308C,0.77
221,YBL093C,YDR381W,0.4
222,YBL093C,YER022W,0.98
223,YBL093C,YGL025C,0.97
224,YBL093C,YGL127C,0.82
225,YBL093C,YGR198W,0.29
226,YBL093C,YHR058C,0.82
227,YBL093C,YHR121W,0.3
228,YBL093C,YLR150W,0.4
229,YBL093C,YNR010W,0.98
230,YBL093C,YOL051W,0.98
231,YBL093C,YOR174W,0.97
232,YBL093C,YPR070W,0.98
233,YBL093C,YPR168W,0.97
234,YBL097W,YDR388W,0.3
235,YBL097W,YFR031C,0.98
236,YBL097W,YGR135W,0.29
237,YBL097W,YLR086W,0.84
238,YBL097W,YLR272C,0.85
239,YBL103C,YBR010W,0.98
240,YBL103C,YOL067C,0.97
241,YBR001C,YBR109C,0.67
242,YBR001C,YBR127C,0.99
243,YBR001C,YDR171W,0.99
244,YBR001C,YGL106W,0.67
245,YBR009C,YBR010W,0.94
246,YBR009C,YCL040W,0.66
247,YBR009C,YDR174W,0.83
248,YBR009C,YEL056W,0.99
249,YBR009C,YGL207W,0.99
250,YBR009C,YIL070C,0.84
251,YBR009C,YJL115W,0.87
252,YBR009C,YLL022C,0.94
253,YBR009C,YML069W,0.99
254,YBR009C,YMR072W,0.43
255,YBR009C,YMR284W,0.99
256,YBR009C,YOL054W,0.93
257,YBR009C,YOR217W,0.94
258,YBR009C,YPL001W,0.99
259,YBR010W,YBL002W,0.94
260,YBR010W,YBR245C,0.99
261,YBR010W,YDR174W,0.33
262,YBR010W,YEL056W,0.99
263,YBR010W,YGL207W,0.99
264,YBR010W,YGR081C,0.28
265,YBR010W,YIL070C,0.83
266,YBR010W,YJL115W,0.28
267,YBR010W,YKR048C,0.66
268,YBR010W,YLL022C,0.94
269,YBR010W,YML069W,0.99
270,YBR010W,YMR044W,0.32
271,YBR010W,YMR284W,0.82
272,YBR010W,YMR288W,0.28
273,YBR010W,YNL054W,0.88
274,YBR010W,YNL167C,0.29
275,YBR010W,YPL001W,0.99
276,YBR010W,YPR052C,0.29
277,YBR017C,YBR189W,0.98
278,YBR017C,YGL122C,0.99
279,YBR030W,YGL106W,0.64
280,YBR030W,YLR244C,0.99
281,YBR049C,YBL003C,0.35
282,YBR054W,YBL084C,0.31
283,YBR054W,YDR381W,0.63
284,YBR055C,YER029C,0.28
285,YBR057C,YLL040C,0.32
286,YBR058C,YBR112C,0.35
287,YBR058C,YDL182W,0.3
288,YBR058C,YDR388W,0.44
289,YBR058C,YEL030W,0.5
290,YBR058C,YGL106W,0.72
291,YBR058C,YIL148W,0.33
292,YBR058C,YPL085W,0.68
293,YBR060C,YBL002W,0.81
294,YBR060C,YBL003C,0.82
295,YBR060C,YBR009C,0.64
296,YBR060C,YDR174W,0.64
297,YBR060C,YHR118C,0.97
298,YBR060C,YLL004W,0.99
299,YBR060C,YML065W,0.99
300,YBR060C,YOR294W,0.34
301,YBR060C,YPL001W,0.97
302,YBR060C,YPR162C,0.99
303,YBR062C,YMR083W,0.4
304,YBR067C,YER151C,0.77
305,YBR072W,YBR127C,0.77
306,YBR072W,YJL047C,0.29
307,YBR072W,YMR083W,0.4
308,YBR072W,YOR159C,0.29
309,YBR072W,YPR056W,0.29
310,YBR079C,YAL016W,0.49
311,YBR079C,YDR429C,0.99
312,YBR079C,YER025W,0.99
313,YBR079C,YGL106W,0.56
314,YBR079C,YJR007W,0.99
315,YBR079C,YJR045C,0.61
316,YBR079C,YLR192C,0.99
317,YBR079C,YLR259C,0.64
318,YBR079C,YMR146C,0.97
319,YBR079C,YMR186W,0.3
320,YBR079C,YMR309C,0.97
321,YBR079C,YNL244C,0.77
322,YBR079C,YOR361C,0.99
323,YBR079C,YPR041W,0.99
324,YBR079C,YPR116W,0.34
325,YBR081C,YBR198C,0.88
326,YBR081C,YLR055C,0.99
327,YBR081C,YMR223W,0.5
328,YBR081C,YOL148C,0.84
329,YBR082C,YDR059C,0.83
330,YBR082C,YER068W,0.33
331,YBR082C,YKL010C,0.98
332,YBR082C,YOR294W,0.32
333,YBR084W,YDL130W,0.29
334,YBR087W,YBR010W,0.34
335,YBR087W,YCL016C,0.34
336,YBR087W,YDR087C,0.34
337,YBR087W,YDR171W,0.32
338,YBR087W,YEL026W,0.45
339,YBR087W,YJR068W,0.45
340,YBR087W,YLR150W,0.45
341,YBR087W,YLR223C,0.36
342,YBR087W,YML105C,0.45
343,YBR087W,YNL290W,0.82
344,YBR087W,YOR217W,0.98
345,YBR094W,YEL015W,0.96
346,YBR095C,YAL013W,0.87
347,YBR095C,YIL084C,0.99
348,YBR095C,YMR263W,0.97
349,YBR095C,YNL097C,0.99
350,YBR095C,YNL330C,0.96
351,YBR095C,YOL004W,0.99
352,YBR095C,YPL139C,0.96
353,YBR095C,YPL181W,0.99
354,YBR101C,YBR115C,0.99
355,YBR103W,YCR033W,0.99
356,YBR103W,YDR155C,0.87
357,YBR103W,YIL112W,0.97
358,YBR103W,YKR029C,0.98
359,YBR107C,YBR211C,0.87
360,YBR107C,YDR254W,0.99
361,YBR107C,YDR318W,0.44
362,YBR107C,YGR179C,0.64
363,YBR107C,YJR135C,0.64
364,YBR107C,YLR315W,0.87
365,YBR107C,YPL018W,0.99
366,YBR107C,YPR046W,0.51
367,YBR108W,YCR009C,0.77
368,YBR108W,YDR388W,0.92
369,YBR108W,YGR086C,0.29
370,YBR108W,YPL004C,0.3
371,YBR109C,YGL242C,0.39
372,YBR109C,YMR109W,0.98
373,YBR109C,YMR315W,0.39
374,YBR119W,YER029C,0.94
375,YBR119W,YGR013W,0.99
376,YBR119W,YGR074W,0.94
377,YBR119W,YIL061C,0.97
378,YBR119W,YKL012W,0.99
379,YBR119W,YLR147C,0.72
380,YBR119W,YLR275W,0.94
381,YBR119W,YML046W,0.99
382,YBR123C,YDR362C,0.97
383,YBR123C,YGR047C,0.99
384,YBR123C,YOR110W,0.99
385,YBR123C,YPL007C,0.86
386,YBR125C,YDR071C,0.94
387,YBR127C,YDL185W,0.99
388,YBR127C,YDR328C,0.3
389,YBR127C,YEL051W,0.99
390,YBR127C,YGR020C,0.96
391,YBR127C,YHR039C-B,0.94
392,YBR127C,YJR033C,0.74
393,YBR127C,YPR036W,0.88
394,YBR130C,YAL029C,0.7
395,YBR130C,YBR109C,0.59
396,YBR130C,YGL106W,0.94
397,YBR130C,YKL130C,0.59
398,YBR131W,YGL124C,0.99
399,YBR135W,YDR099W,0.29
400,YBR135W,YJL138C,0.3
401,YBR135W,YLL050C,0.39
402,YBR135W,YLR079W,0.8
403,YBR135W,YLR109W,0.39
404,YBR135W,YNL209W,0.3
405,YBR139W,YDR087C,0.3
406,YBR139W,YER062C,0.4
407,YBR139W,YHR064C,0.3
408,YBR148W,YER006W,0.29
409,YBR148W,YHR121W,0.3
410,YBR149W,YBL005W,0.42
411,YBR150C,YLR106C,0.32
412,YBR154C,YDL115C,0.97
413,YBR154C,YDL140C,0.97
414,YBR154C,YDL150W,0.94
415,YBR154C,YDR156W,0.68
416,YBR154C,YFL023W,0.94
417,YBR154C,YGL043W,0.55
418,YBR154C,YGL070C,0.97
419,YBR154C,YGR005C,0.76
420,YBR154C,YGR063C,0.89
421,YBR154C,YGR186W,0.76
422,YBR154C,YIL021W,0.97
423,YBR154C,YJL140W,0.76
424,YBR154C,YJL148W,0.94
425,YBR154C,YLR200W,0.68
426,YBR154C,YNL113W,0.93
427,YBR154C,YNL248C,0.94
428,YBR154C,YOL005C,0.97
429,YBR154C,YOR151C,0.76
430,YBR154C,YOR210W,0.97
431,YBR154C,YOR224C,0.9
432,YBR154C,YOR340C,0.97
433,YBR154C,YOR341W,0.97
434,YBR154C,YPL129W,0.93
435,YBR154C,YPR110C,0.97
436,YBR154C,YPR187W,0.48
437,YBR155W,YJR031C,0.39
438,YBR155W,YKR048C,0.29
439,YBR155W,YMR186W,0.74
440,YBR155W,YNL209W,0.29
441,YBR159W,YAL023C,0.32
442,YBR159W,YBL060W,0.51
443,YBR159W,YDR174W,0.86
444,YBR159W,YDR381W,0.51
445,YBR159W,YGL008C,0.32
446,YBR159W,YIL105C,0.68
447,YBR159W,YJL123C,0.92
448,YBR159W,YJR065C,0.53
449,YBR159W,YLL050C,0.3
450,YBR159W,YLR314C,0.33
451,YBR159W,YLR429W,0.91
452,YBR159W,YNL055C,0.32
453,YBR159W,YNR035C,0.33
454,YBR159W,YOR233W,0.33
455,YBR167C,YHR062C,0.98
456,YBR167C,YNL221C,0.82
457,YBR167C,YNL246W,0.34
458,YBR169C,YDR171W,0.99
459,YBR169C,YNL209W,0.66
460,YBR173C,YER012W,0.83
461,YBR173C,YER094C,0.85
462,YBR173C,YGL011C,0.99
463,YBR173C,YGL096W,0.31
464,YBR173C,YGR135W,0.99
465,YBR173C,YGR253C,0.99
466,YBR173C,YKL206C,0.99
467,YBR173C,YKR054C,0.31
468,YBR173C,YLR199C,0.99
469,YBR173C,YML092C,0.78
470,YBR173C,YMR314W,0.66
471,YBR173C,YOL038W,0.78
472,YBR173C,YOR157C,0.76
473,YBR173C,YOR362C,0.99
474,YBR175W,YBR258C,0.3
475,YBR175W,YDR469W,0.48
476,YBR175W,YHR029C,0.58
477,YBR175W,YHR119W,0.99
478,YBR175W,YJR009C,0.45
479,YBR175W,YJR094W-A,0.66
480,YBR175W,YKL018W,0.99
481,YBR175W,YLR015W,0.99
482,YBR175W,YLR150W,0.54
483,YBR175W,YMR186W,0.64
484,YBR175W,YPL138C,0.75
485,YBR187W,YDR381W,0.82
486,YBR187W,YDR412W,0.59
487,YBR187W,YOL041C,0.84
488,YBR187W,YOR294W,0.94
489,YBR187W,YPL217C,0.92
490,YBR187W,YPR112C,0.9
491,YBR193C,YBL082C,0.32
492,YBR193C,YBR253W,0.69
493,YBR193C,YDR308C,0.97
494,YBR193C,YER022W,0.58
495,YBR193C,YGL151W,0.93
496,YBR193C,YGR116W,0.32
497,YBR193C,YHR058C,0.94
498,YBR193C,YLR150W,0.33
499,YBR193C,YMR112C,0.91
500,YBR193C,YNL236W,0.97
501,YBR193C,YNR010W,0.31
502,YBR193C,YOL051W,0.68
503,YBR193C,YOR174W,0.95
504,YBR193C,YOR192C,0.32
505,YBR193C,YPR070W,0.98
506,YBR193C,YPR168W,0.31
507,YBR194W,YPR152C,0.99
508,YBR195C,YML102W,0.94
509,YBR195C,YPR018W,0.99
510,YBR197C,YLR423C,0.34
511,YBR198C,YDR145W,0.99
512,YBR198C,YDR167W,0.88
513,YBR198C,YGL112C,0.99
514,YBR198C,YGR274C,0.99
515,YBR198C,YML015C,0.99
516,YBR198C,YMR005W,0.96
517,YBR198C,YMR227C,0.99
518,YBR198C,YMR236W,0.93
519,YBR198C,YOL148C,0.29
520,YBR198C,YPL011C,0.99
521,YBR198C,YPL254W,0.83
522,YBR211C,YGR179C,0.99
523,YBR211C,YLR315W,0.58
524,YBR211C,YPL018W,0.99
525,YBR212W,YDR099W,0.41
526,YBR212W,YDR304C,0.4
527,YBR212W,YHR064C,0.3
528,YBR212W,YIR037W,0.4
529,YBR212W,YNL135C,0.43
530,YBR212W,YPL037C,0.29
531,YBR215W,YDR381W,0.83
532,YBR215W,YOR038C,0.74
533,YBR218C,YBR109C,0.64
534,YBR218C,YGL062W,0.99
535,YBR218C,YGL106W,0.64
536,YBR218C,YNL079C,0.36
537,YBR225W,YGL197W,0.82
538,YBR225W,YLR310C,0.84
539,YBR229C,YDR221W,0.99
540,YBR231C,YDR190C,0.94
541,YBR231C,YDR334W,0.99
542,YBR231C,YDR485C,0.99
543,YBR231C,YGR002C,0.99
544,YBR231C,YJL081C,0.99
545,YBR231C,YLR385C,0.97
546,YBR231C,YLR399C,0.99
547,YBR231C,YNL107W,0.64
548,YBR231C,YPL235W,0.99
549,YBR234C,YDL029W,0.99
550,YBR234C,YIL062C,0.99
551,YBR234C,YJR065C,0.93
552,YBR234C,YKL013C,0.99
553,YBR234C,YLR370C,0.99
554,YBR234C,YLR429W,0.66
555,YBR234C,YNR035C,0.98
556,YBR245C,YFR013W,0.99
557,YBR245C,YGL133W,0.64
558,YBR245C,YLR095C,0.64
559,YBR245C,YOL006C,0.3
560,YBR245C,YOR304W,0.84
561,YBR247C,YBL003C,0.7
562,YBR247C,YBL075C,0.44
563,YBR247C,YDR174W,0.43
564,YBR247C,YDR346C,0.58
565,YBR247C,YKL143W,0.99
566,YBR247C,YNL055C,0.36
567,YBR249C,YKL056C,0.71
568,YBR251W,YBR146W,0.99
569,YBR251W,YDR041W,0.98
570,YBR251W,YDR175C,0.99
571,YBR251W,YDR337W,0.94
572,YBR251W,YDR347W,0.87
573,YBR251W,YGL129C,0.99
574,YBR251W,YGR165W,0.99
575,YBR251W,YHL004W,0.99
576,YBR251W,YIL093C,0.99
577,YBR251W,YJR101W,0.69
578,YBR251W,YJR113C,0.94
579,YBR251W,YKL155C,0.97
580,YBR251W,YNL137C,0.97
581,YBR251W,YNL242W,0.47
582,YBR251W,YNL306W,0.47
583,YBR251W,YPL118W,0.99
584,YBR251W,YPL240C,0.99
585,YBR253W,YDR308C,0.68
586,YBR253W,YER022W,0.99
587,YBR253W,YGL025C,0.27
588,YBR253W,YGL127C,0.28
589,YBR253W,YHR041C,0.83
590,YBR253W,YHR058C,0.71
591,YBR253W,YOR174W,0.6
592,YBR253W,YPR070W,0.68
593,YBR253W,YPR168W,0.27
594,YBR260C,YGR196C,0.97
595,YBR264C,YAR010C,0.84
596,YBR267W,YKR048C,0.99
597,YBR268W,YDL202W,0.98
598,YBR268W,YNL185C,0.99
599,YBR278W,YCL032W,0.73
600,YBR278W,YDR121W,0.85
601,YBR278W,YDR381W,0.65
602,YBR278W,YMR224C,0.98
603,YBR278W,YNL262W,0.99
604,YBR278W,YPR175W,0.99
605,YBR279W,YAL036C,0.54
606,YBR279W,YGL207W,0.99
607,YBR279W,YGL244W,0.97
608,YBR279W,YIL035C,0.99
609,YBR279W,YLL063C,0.51
610,YBR279W,YLR418C,0.96
611,YBR279W,YML069W,0.99
612,YBR279W,YOL145C,0.99
613,YBR279W,YOR040W,0.51
614,YBR279W,YOR123C,0.99
615,YBR281C,YIL173W,0.45
616,YBR288C,YGR261C,0.99
617,YCL010C,YDR176W,0.8
618,YCL010C,YDR448W,0.97
619,YCL010C,YOL148C,0.98
620,YCL010C,YPL254W,0.37
621,YCL011C,YDR138W,0.42
622,YCL011C,YDR381W,0.99
623,YCL011C,YHR167W,0.99
624,YCL011C,YML062C,0.99
625,YCL011C,YNL139C,0.82
626,YCL014W,YBR155W,0.29
627,YCL014W,YDR087C,0.3
628,YCL014W,YDR099W,0.29
629,YCL014W,YDR388W,0.41
630,YCL014W,YEL026W,0.4
631,YCL014W,YFR053C,0.29
632,YCL014W,YGL245W,0.4
633,YCL014W,YHR064C,0.3
634,YCL014W,YJL052W,0.29
635,YCL014W,YKR048C,0.29
636,YCL014W,YLR058C,0.29
637,YCL014W,YML010W,0.29
638,YCL014W,YMR186W,0.41
639,YCL014W,YNL209W,0.3
640,YCL016C,YHR191C,0.98
641,YCL016C,YMR078C,0.78
642,YCL016C,YPL023C,0.32
643,YCL017C,YKR064W,0.33
644,YCL024W,YKR048C,0.99
645,YCL029C,YDR466W,0.32
646,YCL029C,YGL245W,0.33
647,YCL029C,YMR019W,0.7
648,YCL029C,YMR134W,0.33
649,YCL031C,YGR090W,0.99
650,YCL032W,YBR185C,0.34
651,YCL032W,YGL157W,0.99
652,YCR002C,YCR009C,0.4
653,YCR002C,YDL225W,0.97
654,YCR002C,YDR507C,0.55
655,YCR002C,YHR107C,0.99
656,YCR002C,YJR076C,0.99
657,YCR002C,YLR314C,0.99
658,YCR005C,YOR323C,0.59
659,YCR008W,YBR109C,0.3
660,YCR008W,YCR009C,0.29
661,YCR008W,YDL053C,0.29
662,YCR008W,YDR129C,0.3
663,YCR008W,YDR388W,0.41
664,YCR008W,YER025W,0.29
665,YCR008W,YGL106W,0.74
666,YCR008W,YGR086C,0.41
667,YCR008W,YKR081C,0.29
668,YCR008W,YLR175W,0.3
669,YCR008W,YLR197W,0.29
670,YCR008W,YLR305C,0.74
671,YCR008W,YLR429W,0.74
672,YCR008W,YMR229C,0.3
673,YCR008W,YNL106C,0.77
674,YCR008W,YOR326W,0.3
675,YCR008W,YPL004C,0.29
676,YCR008W,YPR171W,0.29
677,YCR009C,YDR381W,0.31
678,YCR009C,YDR388W,0.99
679,YCR009C,YGR086C,0.54
680,YCR009C,YLR429W,0.94
681,YCR009C,YPL249C,0.98
682,YCR020C-A,YEL053C,0.99
683,YCR020C-A,YPR051W,0.99
684,YCR020W-B,YAL017W,0.77
685,YCR020W-B,YAL062W,0.63
686,YCR020W-B,YBL019W,0.43
687,YCR020W-B,YBR115C,0.3
688,YCR020W-B,YCR052W,0.77
689,YCR020W-B,YDL147W,0.77
690,YCR020W-B,YDR520C,0.4
691,YCR020W-B,YFR037C,0.98
692,YCR020W-B,YGL207W,0.3
693,YCR020W-B,YGR275W,0.98
694,YCR020W-B,YIL033C,0.41
695,YCR020W-B,YIL126W,0.98
696,YCR020W-B,YKR008W,0.74
697,YCR020W-B,YLR033W,0.84
698,YCR020W-B,YLR321C,0.98
699,YCR020W-B,YLR357W,0.98
700,YCR020W-B,YML127W,0.98
701,YCR020W-B,YMR033W,0.84
702,YCR020W-B,YMR091C,0.97
703,YCR020W-B,YOL070C,0.3
704,YCR020W-B,YOR115C,0.39
705,YCR020W-B,YPR034W,0.97
706,YCR030C,YBL047C,0.67
707,YCR033W,YIL112W,0.76
708,YCR033W,YKR029C,0.59
709,YCR043C,YAL023C,0.53
710,YCR043C,YBL002W,0.76
711,YCR043C,YBL075C,0.39
712,YCR043C,YBR009C,0.76
713,YCR043C,YCR009C,0.76
714,YCR043C,YDL053C,0.45
715,YCR043C,YDL095W,0.74
716,YCR043C,YDR174W,0.88
717,YCR043C,YDR381W,0.87
718,YCR043C,YDR388W,0.41
719,YCR043C,YEL036C,0.53
720,YCR043C,YLR429W,0.9
721,YCR043C,YPL146C,0.83
722,YCR047C,YBR049C,0.77
723,YCR052W,YFR037C,0.99
724,YCR052W,YGR275W,0.96
725,YCR052W,YIL126W,0.99
726,YCR052W,YKR008W,0.57
727,YCR052W,YLR321C,0.97
728,YCR052W,YLR357W,0.99
729,YCR052W,YMR033W,0.99
730,YCR052W,YMR091C,0.99
731,YCR052W,YPR034W,0.99
732,YCR058C,YJL069C,0.95
733,YCR058C,YLR129W,0.84
734,YCR058C,YLR222C,0.98
735,YCR058C,YLR409C,0.98
736,YCR060W,YDR190C,0.99
737,YCR060W,YHR034C,0.99
738,YCR060W,YMR309C,0.99
739,YCR060W,YOR310C,0.63
740,YCR060W,YPL235W,0.99
741,YCR066W,YGL058W,0.97
742,YCR071C,YDR405W,0.77
743,YCR071C,YGR076C,0.47
744,YCR071C,YLR439W,0.99
745,YCR071C,YMR024W,0.86
746,YCR071C,YNL284C,0.63
747,YCR071C,YOR361C,0.44
748,YCR071C,YPL173W,0.98
749,YCRX13W,YBR058C,0.3
750,YCRX13W,YER064C,0.4
751,YCRX13W,YLR257W,0.29
752,YCR076C,YER094C,0.65
753,YCR077C,YER112W,0.97
754,YCR077C,YER146W,0.97
755,YCR077C,YJL124C,0.99
756,YCR077C,YMR186W,0.51
757,YCR077C,YNL147W,0.6
758,YCR079W,YLL022C,0.37
759,YCR079W,YOR323C,0.99
760,YCR081W,YDR308C,0.34
761,YCR081W,YDR443C,0.43
762,YCR081W,YGL127C,0.34
763,YCR081W,YPL042C,0.36
764,YCR084C,YDL126C,0.66
765,YCR084C,YKL213C,0.58
766,YCR086W,YDR388W,0.74
767,YCR086W,YDR439W,0.65
768,YCR086W,YGR126W,0.4
769,YCR086W,YLL029W,0.3
770,YCR087C-A,YBL003C,0.34
771,YCR087C-A,YBR010W,0.34
772,YCR087C-A,YLL004W,0.41
