,protein1,protein2,weight
169,YAL023C,YER011W,0.41552036041070056
170,YAL024C,YBL058W,0.12
171,YAL024C,YER162C,0.14
172,YAL024C,YHR158C,0.13
173,YAL024C,YNL312W,0.83
174,YAL024C,YPR140W,0.63
175,YAL026C,YDL019C,0.82
176,YAL026C,YDR054C,0.31
177,YAL026C,YKL010C,0.62
178,YAL026C,YKR084C,0.13
179,YAL026C,YML069W,0.38
180,YAL027W,YAL029C,0.1
181,YAL027W,YBR109C,0.14
182,YAL027W,YCR009C,0.63
183,YAL027W,YCR087CA,0.41552036041070056
184,YAL027W,YDL014W,0.81
185,YAL027W,YDL147W,0.12
186,YAL027W,YDL156W,0.18
187,YAL027W,YDR060W,0.11
188,YAL027W,YDR174W,0.11
189,YAL027W,YDR341C,0.41552036041070056
190,YAL027W,YDR381W,0.72
191,YAL027W,YDR388W,0.72
192,YAL027W,YDR412W,0.21
193,YAL027W,YDR507C,0.1
194,YAL027W,YER049W,0.36
195,YAL027W,YGL106W,0.6
196,YAL027W,YGR086C,0.11
197,YAL027W,YGR237C,0.1
198,YAL027W,YHL027W,0.41552036041070056
199,YAL027W,YHR121W,0.11
200,YAL027W,YIL095W,0.5
201,YAL027W,YIL105C,0.34
202,YAL027W,YIL148W,0.12
203,YAL027W,YKL191W,0.13
204,YAL027W,YLL018C,0.51
205,YAL027W,YLR175W,0.11
206,YAL027W,YLR429W,0.99
207,YAL027W,YML095C,0.95
208,YAL027W,YMR078C,0.11
209,YAL027W,YMR128W,0.37
210,YAL027W,YNL106C,0.47
211,YAL027W,YNL312W,0.11
212,YAL027W,YOL077C,0.11
213,YAL027W,YOR206W,0.11
214,YAL027W,YOR326W,0.1
215,YAL027W,YPL004C,0.63
216,YAL027W,YPL022W,0.95
217,YAL027W,YPL146C,0.6
218,YAL027W,YPR169W,0.11
219,YAL027W,YPR171W,0.6
220,YAL028W,YMR186W,0.51
221,YAL029C,YBR130C,0.7
222,YAL029C,YDL134C,0.11
223,YAL029C,YDL195W,0.11
224,YAL029C,YDR457W,0.97
225,YAL029C,YFR044C,0.15
226,YAL029C,YGL106W,0.4
227,YAL029C,YGL213C,0.3
228,YAL029C,YGR003W,0.15
229,YAL029C,YIL031W,0.11
230,YAL029C,YJR104C,0.19
231,YAL029C,YKL018W,0.58
232,YAL029C,YKL124W,0.61
233,YAL029C,YLR249W,0.12
234,YAL029C,YLR304C,0.39
235,YAL029C,YML041C,0.12
236,YAL029C,YML096W,0.14
237,YAL029C,YMR075W,0.53
238,YAL029C,YMR109W,0.11
239,YAL029C,YOL038W,0.1
240,YAL029C,YOL109W,0.19
241,YAL029C,YOR057W,0.11
242,YAL031C,YDL182W,0.13
243,YAL031C,YNL317W,0.36
244,YAL031C,YOR141C,0.15
245,YAL032C,YDL043C,0.99
246,YAL032C,YDR074W,0.16
247,YAL032C,YDR416W,0.49
248,YAL032C,YPL151C,0.77
249,YAL032C,YPR101W,0.22
250,YAL033W,YBR167C,0.23
251,YAL033W,YBR257W,0.3
252,YAL033W,YHR062C,0.98
253,YAL033W,YIR015W,0.68
254,YAL033W,YNL221C,0.53
255,YAL034C,YER110C,0.99
256,YAL034C,YFR004W,0.14
257,YAL034C,YNL041C,0.11
258,YAL034C,YOL004W,0.81
259,YAL034W-A,YDR381W,0.2
260,YAL034W-A,YFR044C,0.14
261,YAL034W-A,YGR032W,0.22
262,YAL034W-A,YIR010W,0.99
263,YAL034W-A,YJR112W,0.99
264,YAL034W-A,YMR117C,0.15
265,YAL034W-A,YPL233W,0.97
266,YAL036C,YBR279W,0.54
267,YAL036C,YDL040C,0.23
268,YAL036C,YDL168W,0.62
269,YAL036C,YDR303C,0.18
270,YAL036C,YHL034C,0.23
271,YAL036C,YNL209W,0.64
272,YAL036C,YOR091W,0.99
273,YAL039C,YBR009C,0.13
274,YAL041W,YIL156W,0.11
275,YAL041W,YKL155C,0.14
276,YAL042W,YDL097C,0.28
277,YAL042W,YDL147W,0.34
278,YAL042W,YFR052W,0.63
279,YAL043C,YAL046C,0.54
280,YAL043C,YBL076C,0.82
281,YAL043C,YBL101C,0.42
282,YAL043C,YBR119W,0.33
283,YAL043C,YDL147W,0.12
284,YAL043C,YDL199C,0.54
285,YAL043C,YDR046C,0.41552036041070056
286,YAL043C,YDR195W,0.99
287,YAL043C,YDR301W,0.25
288,YAL043C,YER133W,0.39
289,YAL043C,YGR156W,0.94
290,YAL043C,YJL052W,0.11
291,YAL043C,YJR093C,0.96
292,YAL043C,YKL018W,0.99
293,YAL043C,YKL059C,0.99
294,YAL043C,YLR115W,0.97
295,YAL043C,YLR277C,0.99
296,YAL043C,YLR303W,0.54
297,YAL043C,YLR358C,0.99
298,YAL043C,YLR442C,0.15
299,YAL043C,YNL317W,0.99
300,YAL043C,YOR179C,0.99
301,YAL043C,YPR107C,0.98
302,YAL044C,YLR239C,0.7
303,YAL044WA,YPL059W,0.41552036041070056
304,YAL047C,YDR179C,0.35
305,YAL047C,YHR172W,0.66
306,YAL047C,YLR069C,0.22
307,YAL047C,YLR179C,0.4
308,YAL047C,YNL209W,0.36
309,YAL047C,YNL224C,0.3
310,YAL047C,YPL226W,0.17
311,YAL048C,YDL074C,0.15
312,YAL048C,YFR015C,0.2
313,YAL051W,YCR087CA,0.41552036041070056
314,YAL051W,YDL019C,0.11
315,YAL051W,YDR060W,0.32
316,YAL051W,YDR412W,0.65
317,YAL051W,YIL036W,0.34
318,YAL051W,YKL157W,0.11
319,YAL051W,YKL172W,0.34
320,YAL051W,YKR079C,0.11
321,YAL051W,YLR197W,0.34
322,YAL051W,YNL325C,0.52
323,YAL051W,YOL010W,0.11
324,YAL051W,YOR310C,0.34
325,YAL051W,YPL146C,0.43
326,YAL051W,YPR169W,0.34
327,YAL053W,YFR004W,0.2
328,YAL053W,YKL028W,0.73
329,YAL053W,YPR103W,0.19
330,YAL054C,YLR153C,0.17
331,YAL056CA,YGR180C,0.41552036041070056
332,YAL059W,YMR124W,0.3
333,YAL059W,YNR053C,0.15
334,YAL060W,YAL061W,0.99
335,YAL060W,YDR054C,0.11
336,YAL060W,YGL167C,0.13
337,YAL060W,YKR093W,0.2
338,YAL060W,YNL087W,0.2
339,YAL060W,YNL327W,0.2
340,YAL061W,YDR502C,0.25
341,YAL061W,YGL234W,0.11
342,YAL061W,YLR015W,0.12
343,YAL061W,YPL022W,0.12
344,YAL061W,YPR110C,0.11
345,YAL062W,YAR071W,0.33
346,YAL062W,YBR245C,0.15
347,YAL062W,YCR020W-B,0.63
348,YAL062W,YDR152W,0.15
349,YAL062W,YGL070C,0.48
350,YAL062W,YGL207W,0.22
351,YAL062W,YIL033C,0.48
352,YAL062W,YKL028W,0.17
353,YAL062W,YKL091C,0.41552036041070056
354,YAL062W,YLL002W,0.16
355,YAL062W,YLR418C,0.15
356,YAL062W,YNL288W,0.21
357,YAL062W,YNR051C,0.21
358,YAL062W,YOR362C,0.53
359,YAL062W,YOR375C,0.21
360,YAL062W,YPL047W,0.14
361,YAL062W,YPL160W,0.55
362,YAL063C,YDL055C,0.16
363,YAL063C,YHR089C,0.16
364,YAL067C,YNL162W,0.36
365,YAR002C-A,YGL200C,0.4
366,YAR002W,YER011W,0.41552036041070056
367,YAR002W,YER110C,0.3
368,YAR002W,YGR067C,0.13
369,YAR002W,YLR335W,0.99
370,YAR002W,YLR347C,0.99
371,YAR003W,YBR175W,0.99
372,YAR003W,YDR172W,0.11
373,YAR003W,YDR469W,0.73
374,YAR003W,YER062C,0.22
375,YAR003W,YHR119W,0.74
376,YAR003W,YJR070C,0.11
377,YAR003W,YLR015W,0.99
378,YAR003W,YPL138C,0.89
379,YAR007C,YAR010C,0.13
380,YAR007C,YBL002W,0.93
381,YAR007C,YBL003C,0.12
382,YAR007C,YBR009C,0.14
383,YAR007C,YBR010W,0.14
384,YAR007C,YDL022W,0.11
385,YAR007C,YDL140C,0.51
386,YAR007C,YDL233W,0.11
387,YAR007C,YDR129C,0.5
388,YAR007C,YDR172W,0.11
389,YAR007C,YDR174W,0.57
390,YAR007C,YDR264C,0.11
391,YAR007C,YDR363W-A,0.1
392,YAR007C,YDR385W,0.18
393,YAR007C,YDR477W,0.11
394,YAR007C,YDR495C,0.1
395,YAR007C,YDR499W,0.11
396,YAR007C,YDR513W,0.11
397,YAR007C,YEL002C,0.13
398,YAR007C,YEL030W,0.34
399,YAR007C,YER087CB,0.41552036041070056
400,YAR007C,YFL014W,0.28
401,YAR007C,YGL106W,0.11
402,YAR007C,YGR008C,0.11
403,YAR007C,YGR080W,0.11
404,YAR007C,YGR086C,0.11
405,YAR007C,YHL027W,0.41552036041070056
406,YAR007C,YHR164C,0.97
407,YAR007C,YJL115W,0.54
408,YAR007C,YJL173C,0.99
409,YAR007C,YKL154W,0.11
410,YAR007C,YLR314C,0.13
411,YAR007C,YLR429W,0.56
412,YAR007C,YML010W,0.15
413,YAR007C,YMR089C,0.11
414,YAR007C,YNL031C,0.41
415,YAR007C,YNL263C,0.11
416,YAR007C,YNL312W,0.99
417,YAR007C,YOR355W,0.11
418,YAR007C,YOR361C,0.12
419,YAR007C,YPL004C,0.12
420,YAR007C,YPL084W,0.11
421,YAR007C,YPL240C,0.23
422,YAR007C,YPR161C,0.66
423,YAR010C,YBR264C,0.84
424,YAR010C,YCR009C,0.17
425,YAR010C,YDL095W,0.53
426,YAR010C,YDL240W,0.22
427,YAR010C,YDR044W,0.82
428,YAR010C,YEL037C,0.19
429,YAR010C,YFL013C,0.16
430,YAR010C,YGL035C,0.4
431,YAR010C,YGL167C,0.68
432,YAR010C,YGR237C,0.22
433,YAR010C,YHR052W,0.11
434,YAR010C,YIL035C,0.11
435,YAR010C,YIL043C,0.36
436,YAR010C,YIL076W,0.16
437,YAR010C,YIL148W,0.59
438,YAR010C,YJR010C-A,0.8
439,YAR010C,YJR135C,0.51
440,YAR010C,YKL088W,0.12
441,YAR010C,YLL002W,0.17
442,YAR010C,YLR022C,0.36
443,YAR010C,YLR429W,0.15
444,YAR010C,YML017W,0.22
445,YAR010C,YML131W,0.39
446,YAR010C,YMR180C,0.16
447,YAR010C,YNL045W,0.15
448,YAR010C,YNL059C,0.17
449,YAR010C,YNL186W,0.15
450,YAR010C,YNR051C,0.4
451,YAR010C,YPR161C,0.75
452,YAR010C,YPR164W,0.34
453,YAR014C,YER133W,0.96
454,YAR014C,YER155C,0.49
455,YAR014C,YGR092W,0.15
456,YAR014C,YHR158C,0.59
457,YAR014C,YLR022C,0.11
458,YAR014C,YML131W,0.29
459,YAR015W,YAR042W,0.41552036041070056
460,YAR015W,YBR267W,0.14
461,YAR015W,YLR231C,0.14
462,YAR015W,YLR291C,0.64
463,YAR015W,YPL240C,0.11
464,YAR019C,YDL220C,0.39
465,YAR019C,YGR173W,0.8
466,YAR019C,YLR182W,0.15
467,YAR035W,YFR015C,0.2
468,YAR042W,YBR079C,0.41552036041070056
469,YAR042W,YCR008W,0.41552036041070056
470,YAR042W,YDL019C,0.41552036041070056
471,YAR042W,YDL040C,0.41552036041070056
472,YAR042W,YDL164C,0.41552036041070056
473,YAR042W,YDR099W,0.2
474,YAR042W,YDR148C,0.41552036041070056
475,YAR042W,YDR183W,0.41552036041070056
476,YAR042W,YFR024C-A,0.41552036041070056
477,YAR042W,YHR205W,0.41552036041070056
478,YAR042W,YKR089C,0.41552036041070056
479,YAR042W,YLR119W,0.41552036041070056
480,YAR042W,YML069W,0.41552036041070056
481,YAR042W,YNL329C,0.41552036041070056
482,YAR042W,YOL122C,0.41552036041070056
483,YAR042W,YOR310C,0.41552036041070056
484,YAR042W,YOR326W,0.41552036041070056
485,YAR042W,YOR361C,0.41552036041070056
486,YAR042W,YPR080W,0.41552036041070056
487,YAR053W,YGR104C,0.12
488,YAR060C,YDR495C,0.2
489,YAR062W,YMR108W,0.39
490,YAR070C,YBR061C,0.2
491,YAR071W,YBR079C,0.25
492,YAR071W,YBR093C,0.53
493,YAR071W,YCR038C,0.33
494,YAR071W,YFR055W,0.53
495,YAR071W,YGL245W,0.33
496,YAR071W,YHR042W,0.41552036041070056
497,YAR071W,YIL035C,0.25
498,YAR071W,YNL209W,0.25
499,YAR071W,YOR361C,0.25
500,YAR071W,YOR375C,0.25
501,YAR075W,YLR432W,0.29
502,YBL002W,YBL003C,0.94
503,YBL002W,YBL103C,0.25
504,YBL002W,YBR009C,0.94
505,YBL002W,YBR010W,0.94
506,YBL002W,YBR060C,0.81
507,YBL002W,YBR097W,0.12
508,YBL002W,YBR247C,0.15
509,YBL002W,YCR043C,0.76
510,YBL002W,YDL095W,0.76
511,YBL002W,YDL156W,0.68
512,YBL002W,YDR044W,0.74
513,YBL002W,YDR075W,0.82
514,YBL002W,YDR174W,0.11
515,YBL002W,YDR190C,0.15
516,YBL002W,YDR224C,0.85
517,YBL002W,YDR225W,0.13
518,YBL002W,YDR320C,0.11
519,YBL002W,YDR420W,0.11
520,YBL002W,YER060W,0.11
521,YBL002W,YER091C,0.69
522,YBL002W,YFL013C,0.14
523,YBL002W,YGL035C,0.3
524,YBL002W,YGL112C,0.59
525,YBL002W,YGL207W,0.99
526,YBL002W,YGL241W,0.99
527,YBL002W,YGR275W,0.64
528,YBL002W,YHR090C,0.1
529,YBL002W,YHR118C,0.86
530,YBL002W,YIL035C,0.21
531,YBL002W,YIL043C,0.25
532,YBL002W,YIL076W,0.82
533,YBL002W,YJL001W,0.11
534,YBL002W,YJL042W,0.11
535,YBL002W,YJL109C,0.17
536,YBL002W,YJR010C-A,0.29
537,YBL002W,YJR114W,0.11
538,YBL002W,YJR119C,0.12
539,YBL002W,YKR048C,0.99
540,YBL002W,YLR133W,0.68
541,YBL002W,YLR320W,0.34
542,YBL002W,YLR385C,0.71
543,YBL002W,YLR455W,0.7
544,YBL002W,YML010W,0.11
545,YBL002W,YML014W,0.11
546,YBL002W,YML065W,0.73
547,YBL002W,YML069W,0.99
548,YBL002W,YMR044W,0.63
549,YBL002W,YMR070W,0.14
550,YBL002W,YMR072W,0.54
551,YBL002W,YMR075W,0.41
552,YBL002W,YNL030W,0.68
553,YBL002W,YNL031C,0.1
554,YBL002W,YNL041C,0.12
555,YBL002W,YNL088W,0.44
556,YBL002W,YNL201C,0.42
557,YBL002W,YNL209W,0.12
558,YBL002W,YNL261W,0.54
559,YBL002W,YOL012C,0.99
560,YBL002W,YOL054W,0.92
561,YBL002W,YOL068C,0.12
562,YBL002W,YOR217W,0.11
563,YBL002W,YPL001W,0.81
564,YBL002W,YPR161C,0.66
565,YBL002W,YPR162C,0.59
566,YBL002W,YPR184W,0.11
567,YBL003C,YBL046W,0.77
568,YBL003C,YBL052C,0.73
569,YBL003C,YBR009C,0.94
570,YBL003C,YBR010W,0.96
571,YBL003C,YBR049C,0.35
572,YBL003C,YBR060C,0.82
573,YBL003C,YBR195C,0.15
574,YBL003C,YBR215W,0.26
575,YBL003C,YBR247C,0.7
576,YBL003C,YCL011C,0.11
577,YBL003C,YCR043C,0.26
578,YBL003C,YCR079W,0.21
579,YBL003C,YCR084C,0.12
580,YBL003C,YCR087CA,0.41552036041070056
581,YBL003C,YDL002C,0.59
582,YBL003C,YDL014W,0.67
583,YBL003C,YDL019C,0.8
584,YBL003C,YDL060W,0.11
585,YBL003C,YDL070W,0.59
586,YBL003C,YDL095W,0.29
587,YBL003C,YDL105W,0.83
588,YBL003C,YDL208W,0.92
589,YBL003C,YDR044W,0.3
590,YBL003C,YDR052C,0.4
591,YBL003C,YDR054C,0.11
592,YBL003C,YDR075W,0.86
593,YBL003C,YDR138W,0.14
594,YBL003C,YDR145W,0.12
595,YBL003C,YDR146C,0.14
596,YBL003C,YDR174W,0.94
597,YBL003C,YDR207C,0.55
598,YBL003C,YDR224C,0.96
599,YBL003C,YDR225W,0.9
600,YBL003C,YDR299W,0.15
601,YBL003C,YDR310C,0.12
602,YBL003C,YDR362C,0.12
603,YBL003C,YDR363W,0.12
604,YBL003C,YDR463W,0.74
605,YBL003C,YDR485C,0.24
606,YBL003C,YEL012W,0.59
607,YBL003C,YEL018W,0.66
608,YBL003C,YEL023C,0.11
609,YBL003C,YEL055C,0.14
610,YBL003C,YER007W,0.17
611,YBL003C,YER092W,0.58
612,YBL003C,YER095W,0.11
613,YBL003C,YER116C,0.3
614,YBL003C,YER147C,0.6
615,YBL003C,YER162C,0.25
616,YBL003C,YFL013C,0.38
617,YBL003C,YFL024C,0.75
618,YBL003C,YGL035C,0.41
619,YBL003C,YGL049C,0.15
620,YBL003C,YGL097W,0.16
621,YBL003C,YGL112C,0.15
622,YBL003C,YGL207W,0.99
623,YBL003C,YGL227W,0.66
624,YBL003C,YGL241W,0.94
625,YBL003C,YGL244W,0.12
626,YBL003C,YGL252C,0.55
627,YBL003C,YGR245C,0.14
628,YBL003C,YGR250C,0.29
629,YBL003C,YGR272C,0.25
630,YBL003C,YGR275W,0.12
631,YBL003C,YHL024W,0.29
632,YBL003C,YHL027W,0.41552036041070056
633,YBL003C,YHL034C,0.69
634,YBL003C,YHR052W,0.11
635,YBL003C,YHR089C,0.13
636,YBL003C,YHR090C,0.86
637,YBL003C,YHR118C,0.63
638,YBL003C,YHR193C,0.66
639,YBL003C,YIL026C,0.66
640,YBL003C,YIL035C,0.71
641,YBL003C,YIL043C,0.66
642,YBL003C,YIL056W,0.3
643,YBL003C,YIL076W,0.82
644,YBL003C,YIL148W,0.58
645,YBL003C,YIL173W,0.29
646,YBL003C,YJL024C,0.15
647,YBL003C,YJL033W,0.95
648,YBL003C,YJL034W,0.61
649,YBL003C,YJL047C,0.66
650,YBL003C,YJL050W,0.11
651,YBL003C,YJL081C,0.11
652,YBL003C,YJL087C,0.25
653,YBL003C,YJL115W,0.11
654,YBL003C,YJL138C,0.9
655,YBL003C,YJL168C,0.2
656,YBL003C,YJR010C-A,0.58
657,YBL003C,YJR052W,0.29
658,YBL003C,YJR082C,0.3
659,YBL003C,YKL023W,0.25
660,YBL003C,YKL113C,0.25
661,YBL003C,YKR024C,0.11
662,YBL003C,YKR048C,0.99
663,YBL003C,YLL004W,0.16
664,YBL003C,YLR006C,0.25
665,YBL003C,YLR022C,0.8
666,YBL003C,YLR033W,0.4
667,YBL003C,YLR052W,0.25
668,YBL003C,YLR058C,0.11
669,YBL003C,YLR150W,0.16
670,YBL003C,YLR153C,0.11
671,YBL003C,YLR362W,0.15
672,YBL003C,YLR385C,0.53
673,YBL003C,YLR399C,0.15
674,YBL003C,YLR429W,0.15
675,YBL003C,YLR438C-A,0.11
676,YBL003C,YLR442C,0.15
677,YBL003C,YML012W,0.11
678,YBL003C,YML017W,0.23
679,YBL003C,YML069W,0.99
680,YBL003C,YML103C,0.54
681,YBL003C,YML109W,0.11
682,YBL003C,YMR014W,0.12
683,YBL003C,YMR044W,0.32
684,YBL003C,YMR072W,0.99
685,YBL003C,YMR075W,0.11
686,YBL003C,YMR106C,0.21
687,YBL003C,YMR223W,0.39
688,YBL003C,YMR284W,0.92
689,YBL003C,YNL030W,0.5
690,YBL003C,YNL031C,0.96
691,YBL003C,YNL059C,0.58
692,YBL003C,YNL088W,0.31
693,YBL003C,YNL102W,0.1
694,YBL003C,YNL201C,0.93
695,YBL003C,YNL209W,0.36
696,YBL003C,YNL290W,0.67
697,YBL003C,YOL004W,0.25
698,YBL003C,YOL051W,0.3
699,YBL003C,YOL059W,0.35
700,YBL003C,YOL068C,0.11
701,YBL003C,YOR058C,0.49
702,YBL003C,YOR061W,0.78
703,YBL003C,YOR159C,0.11
704,YBL003C,YOR172W,0.15
705,YBL003C,YOR217W,0.93
706,YBL003C,YOR244W,0.82
707,YBL003C,YPL001W,0.81
708,YBL003C,YPL032C,0.3
709,YBL003C,YPL047W,0.11
710,YBL003C,YPL090C,0.67
711,YBL003C,YPL127C,0.27
712,YBL003C,YPR008W,0.3
713,YBL003C,YPR052C,0.11
714,YBL003C,YPR161C,0.72
715,YBL003C,YPR162C,0.25
716,YBL004W,YDL053C,0.15
717,YBL004W,YJL124C,0.63
718,YBL004W,YLR015W,0.15
719,YBL004W,YLR244C,0.22
720,YBL004W,YMR186W,0.8
721,YBL004W,YOL005C,0.22
722,YBL005W,YBR149W,0.42
723,YBL005W,YDR138W,0.13
724,YBL005W,YOL077C,0.21
725,YBL005WA,YDL043C,0.41552036041070056
726,YBL006C,YFR037C,0.15
727,YBL006C,YGR056W,0.22
728,YBL006C,YML127W,0.22
729,YBL007C,YKR024C,0.11
730,YBL007C,YLR258W,0.11
731,YBL007C,YLR435W,0.56
732,YBL007C,YOR181W,0.59
733,YBL007C,YPL001W,0.11
734,YBL008W,YBR215W,0.82
735,YBL008W,YGL227W,0.12
736,YBL008W,YJL115W,0.97
737,YBL008W,YJR070C,0.13
738,YBL008W,YJR140C,0.12
739,YBL008W,YOR038C,0.14
740,YBL009W,YOR051C,0.22
741,YBL009W,YOR138C,0.16
742,YBL010C,YDL182W,0.13
743,YBL010C,YNL317W,0.36
744,YBL011W,YLL004W,0.41552036041070056
745,YBL013W,YMR109W,0.16
746,YBL014C,YJL025W,0.99
747,YBL014C,YML043C,0.77
748,YBL015W,YFR034C,0.21
749,YBL016W,YBR072W,0.3
750,YBL016W,YDR171W,0.29
751,YBL016W,YLR259C,0.3
752,YBL016W,YNL246W,0.3
753,YBL016W,YOL148C,0.11
754,YBL017C,YBR079C,0.12
755,YBL017C,YBR175W,0.12
756,YBL017C,YDL097C,0.55
757,YBL017C,YGL048C,0.12
758,YBL017C,YLR435W,0.11
759,YBL017C,YMR125W,0.15
760,YBL017C,YMR229C,0.17
761,YBL019W,YCR020W-B,0.43
762,YBL019W,YHL027W,0.41552036041070056
763,YBL020W,YGL011C,0.4
764,YBL022C,YDL115C,0.1
